tolerance,final_rpd_pct,irpd_pct,ar_pct
0.5,-0.559193707602429,2.687895538805627,42.042914714854646
1,-0.6391761395123159,2.6497827578241853,50.824513448589535
2,-0.5807615733376705,2.69508732386697,62.16285086781026
