instance,customers,run,method,checkpoint,q,BestCost,BKS
200.40.3,200,5,coop,0,0/8,24796.336606893405,9405.787255113217
200.40.3,200,5,coop,1,1/8,9473.21586016336,9405.787255113217
200.40.3,200,5,coop,2,2/8,9395.129614191099,9405.787255113217
200.40.3,200,5,coop,3,3/8,9339.66454152322,9405.787255113217
200.40.3,200,5,coop,4,4/8,9335.395800161796,9405.787255113217
200.40.3,200,5,coop,5,5/8,9335.243489703826,9405.787255113217
200.40.3,200,5,coop,6,6/8,9335.243489703826,9405.787255113217
200.40.3,200,5,coop,7,7/8,9317.78684443566,9405.787255113217
200.40.3,200,5,coop,8,8/8,9308.557067508544,9405.787255113217
200.40.3,200,6,coop,0,0/8,23331.45909994204,9405.787255113217
200.40.3,200,6,coop,1,1/8,9435.31210104793,9405.787255113217
200.40.3,200,6,coop,2,2/8,9401.439253541632,9405.787255113217
200.40.3,200,6,coop,3,3/8,9341.268396925458,9405.787255113217
200.40.3,200,6,coop,4,4/8,9332.071897183065,9405.787255113217
200.40.3,200,6,coop,5,5/8,9326.558093384308,9405.787255113217
200.40.3,200,6,coop,6,6/8,9326.558093384308,9405.787255113217
200.40.3,200,6,coop,7,7/8,9324.287924244938,9405.787255113217
200.40.3,200,6,coop,8,8/8,9322.934402076677,9405.787255113217
200.40.3,200,7,coop,0,0/8,23435.305174798854,9405.787255113217
200.40.3,200,7,coop,1,1/8,9455.546296871365,9405.787255113217
200.40.3,200,7,coop,2,2/8,9397.600693708999,9405.787255113217
200.40.3,200,7,coop,3,3/8,9379.449995279838,9405.787255113217
200.40.3,200,7,coop,4,4/8,9357.369799947171,9405.787255113217
200.40.3,200,7,coop,5,5/8,9356.076470247357,9405.787255113217
200.40.3,200,7,coop,6,6/8,9356.076470247357,9405.787255113217
200.40.3,200,7,coop,7,7/8,9336.233388651235,9405.787255113217
200.40.3,200,7,coop,8,8/8,9323.42256467454,9405.787255113217
200.40.3,200,8,coop,0,0/8,24909.87692137382,9405.787255113217
200.40.3,200,8,coop,1,1/8,9396.71215901736,9405.787255113217
200.40.3,200,8,coop,2,2/8,9375.865042130261,9405.787255113217
200.40.3,200,8,coop,3,3/8,9325.110448086078,9405.787255113217
200.40.3,200,8,coop,4,4/8,9322.057691723181,9405.787255113217
200.40.3,200,8,coop,5,5/8,9322.057691723181,9405.787255113217
200.40.3,200,8,coop,6,6/8,9322.057691723181,9405.787255113217
200.40.3,200,8,coop,7,7/8,9322.057691723181,9405.787255113217
200.40.3,200,8,coop,8,8/8,9322.057691723181,9405.787255113217
200.40.3,200,9,coop,0,0/8,23296.81001780398,9405.787255113217
200.40.3,200,9,coop,1,1/8,9414.864752545052,9405.787255113217
200.40.3,200,9,coop,2,2/8,9346.205535241032,9405.787255113217
200.40.3,200,9,coop,3,3/8,9325.487411555467,9405.787255113217
200.40.3,200,9,coop,4,4/8,9325.487411555467,9405.787255113217
200.40.3,200,9,coop,5,5/8,9325.487411555467,9405.787255113217
200.40.3,200,9,coop,6,6/8,9303.224269578153,9405.787255113217
200.40.3,200,9,coop,7,7/8,9302.980012934639,9405.787255113217
200.40.3,200,9,coop,8,8/8,9301.96189860691,9405.787255113217
200.40.3,200,10,coop,0,0/8,26525.611945253397,9405.787255113217
200.40.3,200,10,coop,1,1/8,9530.49220410592,9405.787255113217
200.40.3,200,10,coop,2,2/8,9392.475525284059,9405.787255113217
200.40.3,200,10,coop,3,3/8,9349.495077305757,9405.787255113217
200.40.3,200,10,coop,4,4/8,9328.272013626929,9405.787255113217
200.40.3,200,10,coop,5,5/8,9305.509694145116,9405.787255113217
200.40.3,200,10,coop,6,6/8,9278.506588515007,9405.787255113217
200.40.3,200,10,coop,7,7/8,9277.979624096766,9405.787255113217
200.40.3,200,10,coop,8,8/8,9274.031469633286,9405.787255113217
200.40.3,200,1,ims,0,0/8,23932.642267371095,9405.787255113217
200.40.3,200,1,ims,1,1/8,9441.181554368131,9405.787255113217
200.40.3,200,1,ims,2,2/8,9422.809173081912,9405.787255113217
200.40.3,200,1,ims,3,3/8,9404.963143012894,9405.787255113217
200.40.3,200,1,ims,4,4/8,9388.816971433853,9405.787255113217
200.40.3,200,1,ims,5,5/8,9323.886757817221,9405.787255113217
200.40.3,200,1,ims,6,6/8,9323.886757817221,9405.787255113217
200.40.3,200,1,ims,7,7/8,9323.886757817221,9405.787255113217
200.40.3,200,1,ims,8,8/8,9323.886757817221,9405.787255113217
200.40.3,200,2,ims,0,0/8,23980.01176788343,9405.787255113217
200.40.3,200,2,ims,1,1/8,9491.112308569325,9405.787255113217
200.40.3,200,2,ims,2,2/8,9429.451118489182,9405.787255113217
200.40.3,200,2,ims,3,3/8,9368.284102964331,9405.787255113217
200.40.3,200,2,ims,4,4/8,9353.032202733735,9405.787255113217
200.40.3,200,2,ims,5,5/8,9344.05792570976,9405.787255113217
200.40.3,200,2,ims,6,6/8,9344.05792570976,9405.787255113217
200.40.3,200,2,ims,7,7/8,9344.05792570976,9405.787255113217
200.40.3,200,2,ims,8,8/8,9344.05792570976,9405.787255113217
200.40.3,200,3,ims,0,0/8,23732.172883654548,9405.787255113217
200.40.3,200,3,ims,1,1/8,9465.721425625603,9405.787255113217
200.40.3,200,3,ims,2,2/8,9410.940277839542,9405.787255113217
200.40.3,200,3,ims,3,3/8,9355.495519894099,9405.787255113217
200.40.3,200,3,ims,4,4/8,9332.51829997261,9405.787255113217
200.40.3,200,3,ims,5,5/8,9332.51829997261,9405.787255113217
200.40.3,200,3,ims,6,6/8,9332.51829997261,9405.787255113217
200.40.3,200,3,ims,7,7/8,9332.51829997261,9405.787255113217
200.40.3,200,3,ims,8,8/8,9332.51829997261,9405.787255113217
200.40.3,200,4,ims,0,0/8,23492.164465264446,9405.787255113217
200.40.3,200,4,ims,1,1/8,9523.810896103167,9405.787255113217
200.40.3,200,4,ims,2,2/8,9425.002745070627,9405.787255113217
200.40.3,200,4,ims,3,3/8,9363.07789134718,9405.787255113217
200.40.3,200,4,ims,4,4/8,9359.338466362977,9405.787255113217
200.40.3,200,4,ims,5,5/8,9359.338466362977,9405.787255113217
200.40.3,200,4,ims,6,6/8,9325.018422707511,9405.787255113217
200.40.3,200,4,ims,7,7/8,9325.018422707511,9405.787255113217
200.40.3,200,4,ims,8,8/8,9319.573998406177,9405.787255113217
200.40.3,200,5,ims,0,0/8,24796.336606893405,9405.787255113217
200.40.3,200,5,ims,1,1/8,9471.367638329757,9405.787255113217
200.40.3,200,5,ims,2,2/8,9391.648444419143,9405.787255113217
200.40.3,200,5,ims,3,3/8,9360.381741782294,9405.787255113217
200.40.3,200,5,ims,4,4/8,9360.381741782294,9405.787255113217
200.40.3,200,5,ims,5,5/8,9360.381741782294,9405.787255113217
200.40.3,200,5,ims,6,6/8,9360.381741782294,9405.787255113217
200.40.3,200,5,ims,7,7/8,9360.381741782294,9405.787255113217
200.40.3,200,5,ims,8,8/8,9311.469460937795,9405.787255113217
200.40.3,200,6,ims,0,0/8,23331.45909994204,9405.787255113217
200.40.3,200,6,ims,1,1/8,9429.215589639514,9405.787255113217
200.40.3,200,6,ims,2,2/8,9429.215589639514,9405.787255113217
200.40.3,200,6,ims,3,3/8,9354.764911965734,9405.787255113217
200.40.3,200,6,ims,4,4/8,9342.927215235984,9405.787255113217
200.40.3,200,6,ims,5,5/8,9308.557067508544,9405.787255113217
200.40.3,200,6,ims,6,6/8,9308.557067508544,9405.787255113217
200.40.3,200,6,ims,7,7/8,9308.557067508544,9405.787255113217
200.40.3,200,6,ims,8,8/8,9308.557067508544,9405.787255113217
200.40.3,200,7,ims,0,0/8,23435.305174798854,9405.787255113217
200.40.3,200,7,ims,1,1/8,9452.4673157246,9405.787255113217
200.40.3,200,7,ims,2,2/8,9410.478063169658,9405.787255113217
200.40.3,200,7,ims,3,3/8,9386.791847735758,9405.787255113217
200.40.3,200,7,ims,4,4/8,9356.85323159771,9405.787255113217
200.40.3,200,7,ims,5,5/8,9349.186638630461,9405.787255113217
200.40.3,200,7,ims,6,6/8,9349.186638630461,9405.787255113217
200.40.3,200,7,ims,7,7/8,9349.186638630461,9405.787255113217
200.40.3,200,7,ims,8,8/8,9304.011726863446,9405.787255113217
200.40.3,200,8,ims,0,0/8,24909.87692137382,9405.787255113217
200.40.3,200,8,ims,1,1/8,9394.757214287833,9405.787255113217
200.40.3,200,8,ims,2,2/8,9368.418343896805,9405.787255113217
200.40.3,200,8,ims,3,3/8,9368.418343896805,9405.787255113217
200.40.3,200,8,ims,4,4/8,9368.418343896805,9405.787255113217
200.40.3,200,8,ims,5,5/8,9359.338466362977,9405.787255113217
200.40.3,200,8,ims,6,6/8,9359.338466362977,9405.787255113217
200.40.3,200,8,ims,7,7/8,9359.338466362977,9405.787255113217
200.40.3,200,8,ims,8,8/8,9359.338466362977,9405.787255113217
200.40.3,200,9,ims,0,0/8,23296.81001780398,9405.787255113217
200.40.3,200,9,ims,1,1/8,9407.377293913773,9405.787255113217
200.40.3,200,9,ims,2,2/8,9365.336056332531,9405.787255113217
200.40.3,200,9,ims,3,3/8,9338.43841925736,9405.787255113217
200.40.3,200,9,ims,4,4/8,9338.43841925736,9405.787255113217
200.40.3,200,9,ims,5,5/8,9338.43841925736,9405.787255113217
200.40.3,200,9,ims,6,6/8,9338.43841925736,9405.787255113217
200.40.3,200,9,ims,7,7/8,9338.43841925736,9405.787255113217
200.40.3,200,9,ims,8,8/8,9338.43841925736,9405.787255113217
200.40.3,200,10,ims,0,0/8,26525.611945253397,9405.787255113217
200.40.3,200,10,ims,1,1/8,9527.171811124064,9405.787255113217
200.40.3,200,10,ims,2,2/8,9402.744407514398,9405.787255113217
200.40.3,200,10,ims,3,3/8,9342.115684616812,9405.787255113217
200.40.3,200,10,ims,4,4/8,9341.531652142687,9405.787255113217
200.40.3,200,10,ims,5,5/8,9341.531652142687,9405.787255113217
200.40.3,200,10,ims,6,6/8,9341.531652142687,9405.787255113217
200.40.3,200,10,ims,7,7/8,9341.531652142687,9405.787255113217
200.40.3,200,10,ims,8,8/8,9340.174451602095,9405.787255113217
200.40.3,200,1,sats,0,0/8,25443.46927071746,9405.787255113217
200.40.3,200,1,sats,1,1/8,9634.45251027782,9405.787255113217
200.40.3,200,1,sats,2,2/8,9441.619971454504,9405.787255113217
200.40.3,200,1,sats,3,3/8,9410.497147502738,9405.787255113217
200.40.3,200,1,sats,4,4/8,9366.282614271528,9405.787255113217
200.40.3,200,1,sats,5,5/8,9323.886757817221,9405.787255113217
200.40.3,200,1,sats,6,6/8,9323.886757817221,9405.787255113217
200.40.3,200,1,sats,7,7/8,9323.886757817221,9405.787255113217
200.40.3,200,1,sats,8,8/8,9323.886757817221,9405.787255113217
200.40.3,200,2,sats,0,0/8,26848.24628032959,9405.787255113217
200.40.3,200,2,sats,1,1/8,9499.330464078666,9405.787255113217
200.40.3,200,2,sats,2,2/8,9499.330464078666,9405.787255113217
200.40.3,200,2,sats,3,3/8,9499.330464078666,9405.787255113217
200.40.3,200,2,sats,4,4/8,9499.330464078666,9405.787255113217
200.40.3,200,2,sats,5,5/8,9447.767752927219,9405.787255113217
200.40.3,200,2,sats,6,6/8,9447.767752927219,9405.787255113217
200.40.3,200,2,sats,7,7/8,9447.767752927219,9405.787255113217
200.40.3,200,2,sats,8,8/8,9399.467749596364,9405.787255113217
200.40.3,200,3,sats,0,0/8,27146.02845835231,9405.787255113217
200.40.3,200,3,sats,1,1/8,9553.473258447313,9405.787255113217
200.40.3,200,3,sats,2,2/8,9532.939626129813,9405.787255113217
200.40.3,200,3,sats,3,3/8,9517.891722703389,9405.787255113217
200.40.3,200,3,sats,4,4/8,9517.891722703389,9405.787255113217
200.40.3,200,3,sats,5,5/8,9509.420673619752,9405.787255113217
200.40.3,200,3,sats,6,6/8,9509.420673619752,9405.787255113217
200.40.3,200,3,sats,7,7/8,9434.601332154667,9405.787255113217
200.40.3,200,3,sats,8,8/8,9417.04781285701,9405.787255113217
200.40.3,200,4,sats,0,0/8,24571.448653416846,9405.787255113217
200.40.3,200,4,sats,1,1/8,9523.810896103167,9405.787255113217
200.40.3,200,4,sats,2,2/8,9489.811868794512,9405.787255113217
200.40.3,200,4,sats,3,3/8,9489.811868794512,9405.787255113217
200.40.3,200,4,sats,4,4/8,9489.811868794512,9405.787255113217
200.40.3,200,4,sats,5,5/8,9489.811868794512,9405.787255113217
200.40.3,200,4,sats,6,6/8,9489.811868794512,9405.787255113217
200.40.3,200,4,sats,7,7/8,9441.963413714224,9405.787255113217
200.40.3,200,4,sats,8,8/8,9441.963413714224,9405.787255113217
200.40.3,200,5,sats,0,0/8,28038.368095109465,9405.787255113217
200.40.3,200,5,sats,1,1/8,9497.441405220485,9405.787255113217
200.40.3,200,5,sats,2,2/8,9497.441405220485,9405.787255113217
200.40.3,200,5,sats,3,3/8,9493.44310459555,9405.787255113217
200.40.3,200,5,sats,4,4/8,9473.807860939123,9405.787255113217
200.40.3,200,5,sats,5,5/8,9469.589694734997,9405.787255113217
200.40.3,200,5,sats,6,6/8,9469.589694734997,9405.787255113217
200.40.3,200,5,sats,7,7/8,9469.589694734997,9405.787255113217
200.40.3,200,5,sats,8,8/8,9469.589694734997,9405.787255113217
200.40.3,200,6,sats,0,0/8,24169.232326422898,9405.787255113217
200.40.3,200,6,sats,1,1/8,9455.47695052422,9405.787255113217
200.40.3,200,6,sats,2,2/8,9455.47695052422,9405.787255113217
200.40.3,200,6,sats,3,3/8,9455.47695052422,9405.787255113217
200.40.3,200,6,sats,4,4/8,9455.47695052422,9405.787255113217
200.40.3,200,6,sats,5,5/8,9366.672717561594,9405.787255113217
200.40.3,200,6,sats,6,6/8,9343.331971511438,9405.787255113217
200.40.3,200,6,sats,7,7/8,9343.331971511438,9405.787255113217
200.40.3,200,6,sats,8,8/8,9343.331971511438,9405.787255113217
200.40.3,200,7,sats,0,0/8,28666.467932550902,9405.787255113217
200.40.3,200,7,sats,1,1/8,9616.810441351057,9405.787255113217
200.40.3,200,7,sats,2,2/8,9562.083504002869,9405.787255113217
200.40.3,200,7,sats,3,3/8,9378.620299789578,9405.787255113217
200.40.3,200,7,sats,4,4/8,9360.230759597984,9405.787255113217
200.40.3,200,7,sats,5,5/8,9360.230759597984,9405.787255113217
200.40.3,200,7,sats,6,6/8,9360.230759597984,9405.787255113217
200.40.3,200,7,sats,7,7/8,9351.217508127147,9405.787255113217
200.40.3,200,7,sats,8,8/8,9351.217508127147,9405.787255113217
200.40.3,200,8,sats,0,0/8,25222.72576345904,9405.787255113217
200.40.3,200,8,sats,1,1/8,9623.411228425959,9405.787255113217
200.40.3,200,8,sats,2,2/8,9612.208620762322,9405.787255113217
200.40.3,200,8,sats,3,3/8,9590.40172248504,9405.787255113217
200.40.3,200,8,sats,4,4/8,9548.228464840655,9405.787255113217
200.40.3,200,8,sats,5,5/8,9502.361830270866,9405.787255113217
200.40.3,200,8,sats,6,6/8,9470.731724367659,9405.787255113217
200.40.3,200,8,sats,7,7/8,9470.593773217583,9405.787255113217
200.40.3,200,8,sats,8,8/8,9470.593773217583,9405.787255113217
200.40.3,200,9,sats,0,0/8,23660.842500272283,9405.787255113217
200.40.3,200,9,sats,1,1/8,9526.121898210276,9405.787255113217
200.40.3,200,9,sats,2,2/8,9365.336056332531,9405.787255113217
200.40.3,200,9,sats,3,3/8,9365.336056332531,9405.787255113217
200.40.3,200,9,sats,4,4/8,9365.336056332531,9405.787255113217
200.40.3,200,9,sats,5,5/8,9365.336056332531,9405.787255113217
200.40.3,200,9,sats,6,6/8,9341.156912168379,9405.787255113217
200.40.3,200,9,sats,7,7/8,9341.156912168379,9405.787255113217
200.40.3,200,9,sats,8,8/8,9341.156912168379,9405.787255113217
200.40.3,200,10,sats,0,0/8,27403.858681439524,9405.787255113217
200.40.3,200,10,sats,1,1/8,9599.313184021838,9405.787255113217
200.40.3,200,10,sats,2,2/8,9504.92862225599,9405.787255113217
200.40.3,200,10,sats,3,3/8,9504.92862225599,9405.787255113217
200.40.3,200,10,sats,4,4/8,9504.92862225599,9405.787255113217
200.40.3,200,10,sats,5,5/8,9504.92862225599,9405.787255113217
200.40.3,200,10,sats,6,6/8,9470.804202157437,9405.787255113217
200.40.3,200,10,sats,7,7/8,9470.804202157437,9405.787255113217
200.40.3,200,10,sats,8,8/8,9363.807837084812,9405.787255113217
200.40.4,200,1,coop,0,0/8,23734.115921694596,9335.570526764048
200.40.4,200,1,coop,1,1/8,9471.808406964916,9335.570526764048
200.40.4,200,1,coop,2,2/8,9350.825408998306,9335.570526764048
200.40.4,200,1,coop,3,3/8,9326.97831571423,9335.570526764048
200.40.4,200,1,coop,4,4/8,9313.905050454181,9335.570526764048
200.40.4,200,1,coop,5,5/8,9278.987751428049,9335.570526764048
200.40.4,200,1,coop,6,6/8,9235.428323966507,9335.570526764048
200.40.4,200,1,coop,7,7/8,9235.428323966507,9335.570526764048
200.40.4,200,1,coop,8,8/8,9235.428323966507,9335.570526764048
200.40.4,200,2,coop,0,0/8,23925.351565523353,9335.570526764048
200.40.4,200,2,coop,1,1/8,9430.248843359224,9335.570526764048
200.40.4,200,2,coop,2,2/8,9379.302679010383,9335.570526764048
200.40.4,200,2,coop,3,3/8,9325.608862924128,9335.570526764048
200.40.4,200,2,coop,4,4/8,9302.569625210937,9335.570526764048
200.40.4,200,2,coop,5,5/8,9288.30268106465,9335.570526764048
200.40.4,200,2,coop,6,6/8,9278.680152022018,9335.570526764048
200.40.4,200,2,coop,7,7/8,9278.680152022018,9335.570526764048
200.40.4,200,2,coop,8,8/8,9275.86199848693,9335.570526764048
200.40.4,200,3,coop,0,0/8,23427.20059587082,9335.570526764048
200.40.4,200,3,coop,1,1/8,9493.608470772862,9335.570526764048
200.40.4,200,3,coop,2,2/8,9381.583514483915,9335.570526764048
200.40.4,200,3,coop,3,3/8,9374.41953747617,9335.570526764048
200.40.4,200,3,coop,4,4/8,9323.649427036455,9335.570526764048
200.40.4,200,3,coop,5,5/8,9298.975201768075,9335.570526764048
200.40.4,200,3,coop,6,6/8,9286.738861641279,9335.570526764048
200.40.4,200,3,coop,7,7/8,9271.347350359876,9335.570526764048
200.40.4,200,3,coop,8,8/8,9271.123810712823,9335.570526764048
200.40.4,200,4,coop,0,0/8,23108.877365493216,9335.570526764048
200.40.4,200,4,coop,1,1/8,9488.736035947979,9335.570526764048
200.40.4,200,4,coop,2,2/8,9403.570851600938,9335.570526764048
200.40.4,200,4,coop,3,3/8,9296.267955722913,9335.570526764048
200.40.4,200,4,coop,4,4/8,9247.419055407448,9335.570526764048
200.40.4,200,4,coop,5,5/8,9247.19484903402,9335.570526764048
200.40.4,200,4,coop,6,6/8,9242.615387926759,9335.570526764048
200.40.4,200,4,coop,7,7/8,9242.615387926759,9335.570526764048
200.40.4,200,4,coop,8,8/8,9239.063054827562,9335.570526764048
200.40.4,200,5,coop,0,0/8,26224.568146602443,9335.570526764048
200.40.4,200,5,coop,1,1/8,9313.729803967726,9335.570526764048
200.40.4,200,5,coop,2,2/8,9313.729803967726,9335.570526764048
200.40.4,200,5,coop,3,3/8,9312.577110080369,9335.570526764048
200.40.4,200,5,coop,4,4/8,9295.599910558776,9335.570526764048
200.40.4,200,5,coop,5,5/8,9266.092697271302,9335.570526764048
200.40.4,200,5,coop,6,6/8,9256.581156378188,9335.570526764048
200.40.4,200,5,coop,7,7/8,9256.581156378188,9335.570526764048
200.40.4,200,5,coop,8,8/8,9256.581156378188,9335.570526764048
200.40.4,200,6,coop,0,0/8,25146.45187331542,9335.570526764048
200.40.4,200,6,coop,1,1/8,9424.89195274792,9335.570526764048
200.40.4,200,6,coop,2,2/8,9402.032360124565,9335.570526764048
200.40.4,200,6,coop,3,3/8,9381.964734157085,9335.570526764048
200.40.4,200,6,coop,4,4/8,9333.031267824808,9335.570526764048
200.40.4,200,6,coop,5,5/8,9333.031267824808,9335.570526764048
200.40.4,200,6,coop,6,6/8,9279.166106308641,9335.570526764048
200.40.4,200,6,coop,7,7/8,9278.680152022018,9335.570526764048
200.40.4,200,6,coop,8,8/8,9278.680152022018,9335.570526764048
200.40.4,200,7,coop,0,0/8,25972.786370607482,9335.570526764048
200.40.4,200,7,coop,1,1/8,9481.567438956296,9335.570526764048
200.40.4,200,7,coop,2,2/8,9449.598107093318,9335.570526764048
200.40.4,200,7,coop,3,3/8,9384.67280857742,9335.570526764048
200.40.4,200,7,coop,4,4/8,9384.575018794834,9335.570526764048
200.40.4,200,7,coop,5,5/8,9297.46343155141,9335.570526764048
200.40.4,200,7,coop,6,6/8,9286.848633774238,9335.570526764048
200.40.4,200,7,coop,7,7/8,9286.45866602077,9335.570526764048
200.40.4,200,7,coop,8,8/8,9275.381833497535,9335.570526764048
200.40.4,200,8,coop,0,0/8,24616.863115716253,9335.570526764048
200.40.4,200,8,coop,1,1/8,9495.476783803471,9335.570526764048
200.40.4,200,8,coop,2,2/8,9374.466328302493,9335.570526764048
200.40.4,200,8,coop,3,3/8,9298.297598542942,9335.570526764048
200.40.4,200,8,coop,4,4/8,9286.756834162588,9335.570526764048
200.40.4,200,8,coop,5,5/8,9256.162861748524,9335.570526764048
200.40.4,200,8,coop,6,6/8,9251.092994710396,9335.570526764048
200.40.4,200,8,coop,7,7/8,9248.108417214014,9335.570526764048
200.40.4,200,8,coop,8,8/8,9244.99044678769,9335.570526764048
200.40.4,200,9,coop,0,0/8,23532.39167014973,9335.570526764048
200.40.4,200,9,coop,1,1/8,9484.20896826606,9335.570526764048
200.40.4,200,9,coop,2,2/8,9455.635579354697,9335.570526764048
200.40.4,200,9,coop,3,3/8,9423.497503164717,9335.570526764048
200.40.4,200,9,coop,4,4/8,9412.093441635501,9335.570526764048
200.40.4,200,9,coop,5,5/8,9394.595928811788,9335.570526764048
200.40.4,200,9,coop,6,6/8,9337.078468838596,9335.570526764048
200.40.4,200,9,coop,7,7/8,9305.623065587133,9335.570526764048
200.40.4,200,9,coop,8,8/8,9293.467102757206,9335.570526764048
200.40.4,200,10,coop,0,0/8,23100.030892954248,9335.570526764048
200.40.4,200,10,coop,1,1/8,9469.932671529994,9335.570526764048
200.40.4,200,10,coop,2,2/8,9373.464815519303,9335.570526764048
200.40.4,200,10,coop,3,3/8,9371.05128175839,9335.570526764048
200.40.4,200,10,coop,4,4/8,9307.902681582022,9335.570526764048
200.40.4,200,10,coop,5,5/8,9270.97232965349,9335.570526764048
200.40.4,200,10,coop,6,6/8,9258.063743494611,9335.570526764048
200.40.4,200,10,coop,7,7/8,9258.063743494611,9335.570526764048
200.40.4,200,10,coop,8,8/8,9258.063743494611,9335.570526764048
200.40.4,200,1,ims,0,0/8,23734.115921694596,9335.570526764048
200.40.4,200,1,ims,1,1/8,9466.932976570817,9335.570526764048
200.40.4,200,1,ims,2,2/8,9348.086466574394,9335.570526764048
200.40.4,200,1,ims,3,3/8,9295.54058710322,9335.570526764048
200.40.4,200,1,ims,4,4/8,9286.985710838711,9335.570526764048
200.40.4,200,1,ims,5,5/8,9286.985710838711,9335.570526764048
200.40.4,200,1,ims,6,6/8,9284.275740718185,9335.570526764048
200.40.4,200,1,ims,7,7/8,9284.275740718185,9335.570526764048
200.40.4,200,1,ims,8,8/8,9284.275740718185,9335.570526764048
200.40.4,200,2,ims,0,0/8,23925.351565523353,9335.570526764048
200.40.4,200,2,ims,1,1/8,9422.100437647434,9335.570526764048
200.40.4,200,2,ims,2,2/8,9377.589528003307,9335.570526764048
200.40.4,200,2,ims,3,3/8,9325.608862924128,9335.570526764048
200.40.4,200,2,ims,4,4/8,9325.608862924128,9335.570526764048
200.40.4,200,2,ims,5,5/8,9290.475484224913,9335.570526764048
200.40.4,200,2,ims,6,6/8,9274.426316098836,9335.570526764048
200.40.4,200,2,ims,7,7/8,9274.426316098836,9335.570526764048
200.40.4,200,2,ims,8,8/8,9267.770623725988,9335.570526764048
200.40.4,200,3,ims,0,0/8,23427.20059587082,9335.570526764048
200.40.4,200,3,ims,1,1/8,9486.87210026622,9335.570526764048
200.40.4,200,3,ims,2,2/8,9441.972360021415,9335.570526764048
200.40.4,200,3,ims,3,3/8,9362.647831872067,9335.570526764048
200.40.4,200,3,ims,4,4/8,9267.139201013062,9335.570526764048
200.40.4,200,3,ims,5,5/8,9267.139201013062,9335.570526764048
200.40.4,200,3,ims,6,6/8,9267.139201013062,9335.570526764048
200.40.4,200,3,ims,7,7/8,9267.139201013062,9335.570526764048
200.40.4,200,3,ims,8,8/8,9267.139201013062,9335.570526764048
200.40.4,200,4,ims,0,0/8,23108.877365493216,9335.570526764048
200.40.4,200,4,ims,1,1/8,9480.321911625117,9335.570526764048
200.40.4,200,4,ims,2,2/8,9403.570851600938,9335.570526764048
200.40.4,200,4,ims,3,3/8,9357.817849140069,9335.570526764048
200.40.4,200,4,ims,4,4/8,9262.876459468,9335.570526764048
200.40.4,200,4,ims,5,5/8,9241.552907543786,9335.570526764048
200.40.4,200,4,ims,6,6/8,9241.552907543786,9335.570526764048
200.40.4,200,4,ims,7,7/8,9241.552907543786,9335.570526764048
200.40.4,200,4,ims,8,8/8,9241.552907543786,9335.570526764048
200.40.4,200,5,ims,0,0/8,26224.568146602443,9335.570526764048
200.40.4,200,5,ims,1,1/8,9317.403611459824,9335.570526764048
200.40.4,200,5,ims,2,2/8,9308.409630704435,9335.570526764048
200.40.4,200,5,ims,3,3/8,9308.409630704435,9335.570526764048
200.40.4,200,5,ims,4,4/8,9295.599910558776,9335.570526764048
200.40.4,200,5,ims,5,5/8,9289.24923738857,9335.570526764048
200.40.4,200,5,ims,6,6/8,9289.24923738857,9335.570526764048
200.40.4,200,5,ims,7,7/8,9289.24923738857,9335.570526764048
200.40.4,200,5,ims,8,8/8,9289.24923738857,9335.570526764048
200.40.4,200,6,ims,0,0/8,25146.45187331542,9335.570526764048
200.40.4,200,6,ims,1,1/8,9443.792822588752,9335.570526764048
200.40.4,200,6,ims,2,2/8,9402.032360124565,9335.570526764048
200.40.4,200,6,ims,3,3/8,9394.381357925393,9335.570526764048
200.40.4,200,6,ims,4,4/8,9391.664377105599,9335.570526764048
200.40.4,200,6,ims,5,5/8,9343.048281402804,9335.570526764048
200.40.4,200,6,ims,6,6/8,9285.70939090351,9335.570526764048
200.40.4,200,6,ims,7,7/8,9280.788212057307,9335.570526764048
200.40.4,200,6,ims,8,8/8,9280.788212057307,9335.570526764048
200.40.4,200,7,ims,0,0/8,25972.786370607482,9335.570526764048
200.40.4,200,7,ims,1,1/8,9478.349542651165,9335.570526764048
200.40.4,200,7,ims,2,2/8,9448.307428238928,9335.570526764048
200.40.4,200,7,ims,3,3/8,9443.391510298554,9335.570526764048
200.40.4,200,7,ims,4,4/8,9443.391510298554,9335.570526764048
200.40.4,200,7,ims,5,5/8,9278.94347967716,9335.570526764048
200.40.4,200,7,ims,6,6/8,9269.446812274738,9335.570526764048
200.40.4,200,7,ims,7,7/8,9269.446812274738,9335.570526764048
200.40.4,200,7,ims,8,8/8,9265.637957580373,9335.570526764048
200.40.4,200,8,ims,0,0/8,24616.863115716253,9335.570526764048
200.40.4,200,8,ims,1,1/8,9495.476783803471,9335.570526764048
200.40.4,200,8,ims,2,2/8,9372.168200005992,9335.570526764048
200.40.4,200,8,ims,3,3/8,9298.297598542942,9335.570526764048
200.40.4,200,8,ims,4,4/8,9298.297598542942,9335.570526764048
200.40.4,200,8,ims,5,5/8,9282.334735992301,9335.570526764048
200.40.4,200,8,ims,6,6/8,9267.266823981998,9335.570526764048
200.40.4,200,8,ims,7,7/8,9249.917000233982,9335.570526764048
200.40.4,200,8,ims,8,8/8,9249.917000233982,9335.570526764048
200.40.4,200,9,ims,0,0/8,23532.39167014973,9335.570526764048
200.40.4,200,9,ims,1,1/8,9474.942234498063,9335.570526764048
200.40.4,200,9,ims,2,2/8,9453.654848829246,9335.570526764048
