instance,n,set,Tn,run,seed,bks,ims-final,coop-final,delta_coop,ims-evals,coop-evals
6.10.3,6,held-out,1.0,6,600,1230.0423116063364,1230.0423116063364,1230.0423116063364,0.0,22370025,22462882
6.10.3,6,held-out,1.0,7,700,1230.0423116063364,1230.0423116063364,1230.0423116063364,0.0,22383851,22454305
6.10.3,6,held-out,1.0,8,800,1230.0423116063364,1230.0423116063364,1230.0423116063364,0.0,22371530,22289949
6.10.3,6,held-out,1.0,9,900,1230.0423116063364,1230.0423116063364,1230.0423116063364,0.0,22229673,22435492
6.10.3,6,held-out,1.0,10,1000,1230.0423116063364,1230.0423116063364,1230.0423116063364,0.0,22637026,22324990
6.10.4,6,held-out,1.0,1,100,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23252542,23247757
6.10.4,6,held-out,1.0,2,200,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23208610,23278953
6.10.4,6,held-out,1.0,3,300,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23210794,22227718
6.10.4,6,held-out,1.0,4,400,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23297675,23168739
6.10.4,6,held-out,1.0,5,500,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23525560,23183804
6.10.4,6,held-out,1.0,6,600,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23460666,23390250
6.10.4,6,held-out,1.0,7,700,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23962968,23251250
6.10.4,6,held-out,1.0,8,800,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23904308,23190523
6.10.4,6,held-out,1.0,9,900,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23535216,23322131
6.10.4,6,held-out,1.0,10,1000,997.8432105109541,997.8432105109541,997.8432105109541,0.0,23575551,23271768
6.20.1,6,held-out,1.0,1,100,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26597794,26629578
6.20.1,6,held-out,1.0,2,200,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26668144,26570045
6.20.1,6,held-out,1.0,3,300,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26278273,26692771
6.20.1,6,held-out,1.0,4,400,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26454234,25620309
6.20.1,6,held-out,1.0,5,500,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26621279,26714035
6.20.1,6,held-out,1.0,6,600,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26189181,26713181
6.20.1,6,held-out,1.0,7,700,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26406986,26583213
6.20.1,6,held-out,1.0,8,800,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26355891,26630713
6.20.1,6,held-out,1.0,9,900,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26373949,26652243
6.20.1,6,held-out,1.0,10,1000,4486.681346181809,4486.681346181809,4486.681346181809,0.0,26152349,26843243
6.20.2,6,held-out,1.0,1,100,4099.787885636016,4099.787885636016,4099.787885636016,0.0,22140541,22003438
6.20.2,6,held-out,1.0,2,200,4099.787885636016,4099.787885636016,4099.787885636016,0.0,22584182,22118140
6.20.2,6,held-out,1.0,3,300,4099.787885636016,4099.787885636016,4099.787885636016,0.0,22214435,22196274
