instance,n,set,Tn,run,seed,bks,ims-final,coop-final,delta_coop,ims-evals,coop-evals
12.10.1,12,held-out,1.0,4,400,1669.8569829807207,1669.8569829807202,1669.8569829807202,0.0,32056826,33092626
12.10.1,12,held-out,1.0,5,500,1669.8569829807207,1669.8569829807202,1669.8569829807202,0.0,32484198,33256846
12.10.1,12,held-out,1.0,6,600,1669.8569829807207,1669.8569829807202,1669.8569829807202,0.0,32224149,33003719
12.10.1,12,held-out,1.0,7,700,1669.8569829807207,1669.8569829807202,1669.8569829807202,0.0,31215066,33167170
12.10.1,12,held-out,1.0,8,800,1669.8569829807207,1669.8569829807202,1669.8569829807202,0.0,31813298,33151474
12.10.1,12,held-out,1.0,9,900,1669.8569829807207,1669.8569829807204,1669.8569829807204,0.0,31878868,33108879
12.10.1,12,held-out,1.0,10,1000,1669.8569829807207,1669.8569829807207,1669.8569829807207,0.0,31862037,33053338
12.10.2,12,held-out,1.0,1,100,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,31520498,32359702
12.10.2,12,held-out,1.0,2,200,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,30961448,31066028
12.10.2,12,held-out,1.0,3,300,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,31118205,32462676
12.10.2,12,held-out,1.0,4,400,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,31053209,32431971
12.10.2,12,held-out,1.0,5,500,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,31047009,31558874
12.10.2,12,held-out,1.0,6,600,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,30194509,32379322
12.10.2,12,held-out,1.0,7,700,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,31690690,32349740
12.10.2,12,held-out,1.0,8,800,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,31306432,32377269
12.10.2,12,held-out,1.0,9,900,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,31413172,32507059
12.10.2,12,held-out,1.0,10,1000,1670.91224105981,1670.9122410598097,1670.9122410598097,0.0,31201581,32340092
12.10.3,12,held-out,1.0,1,100,1788.491293002548,1788.4912930025478,1788.4912930025478,0.0,30441636,31142234
12.10.3,12,held-out,1.0,2,200,1788.491293002548,1788.4912930025478,1788.4912930025478,0.0,30759548,31678311
12.10.3,12,held-out,1.0,3,300,1788.491293002548,1788.4912930025478,1788.4912930025478,0.0,30722210,30132309
12.10.3,12,held-out,1.0,4,400,1788.491293002548,1788.4912930025478,1788.4912930025478,0.0,30625381,30691720
12.10.3,12,held-out,1.0,5,500,1788.491293002548,1788.4912930025478,1788.4912930025478,0.0,30513750,31640678
12.10.3,12,held-out,1.0,6,600,1788.491293002548,1788.4912930025478,1788.4912930025478,0.0,30480173,31639010
12.10.3,12,held-out,1.0,7,700,1788.491293002548,1788.4912930025475,1788.4912930025475,0.0,30447158,31593580
12.10.3,12,held-out,1.0,8,800,1788.491293002548,1788.4912930025478,1788.4912930025478,0.0,30191153,30533395
12.10.3,12,held-out,1.0,9,900,1788.491293002548,1788.4912930025478,1788.4912930025478,0.0,29951784,30321487
12.10.3,12,held-out,1.0,10,1000,1788.491293002548,1788.4912930025478,1788.4912930025478,0.0,30861264,30587242
12.10.4,12,held-out,1.0,1,100,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31215974,32270252
12.10.4,12,held-out,1.0,2,200,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31130287,32206311
12.10.4,12,held-out,1.0,3,300,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31366788,32136636
12.10.4,12,held-out,1.0,4,400,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31071130,32338597
12.10.4,12,held-out,1.0,5,500,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31435010,32221740
12.10.4,12,held-out,1.0,6,600,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31204975,31944087
12.10.4,12,held-out,1.0,7,700,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31197812,32222998
12.10.4,12,held-out,1.0,8,800,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31900342,31173640
12.10.4,12,held-out,1.0,9,900,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31508069,32216135
12.10.4,12,held-out,1.0,10,1000,1719.9583049917032,1719.958304991703,1719.958304991703,0.0,31425741,32321861
12.20.1,12,held-out,1.0,1,100,8240.622101600888,8240.622101600888,8240.622101600888,0.0,36586225,38367107
12.20.1,12,held-out,1.0,2,200,8240.622101600888,8240.622101600888,8240.622101600888,0.0,36810866,38145505
12.20.1,12,held-out,1.0,3,300,8240.622101600888,8240.622101600888,8240.622101600888,0.0,35870285,38027184
12.20.1,12,held-out,1.0,4,400,8240.622101600888,8240.622101600888,8240.622101600888,0.0,36283832,38076063
12.20.1,12,held-out,1.0,5,500,8240.622101600888,8240.622101600888,8240.622101600888,0.0,37056633,38271358
12.20.1,12,held-out,1.0,6,600,8240.622101600888,8240.622101600888,8240.622101600888,0.0,35877813,38166951
12.20.1,12,held-out,1.0,7,700,8240.622101600888,8240.622101600888,8240.622101600888,0.0,37366663,38093694
12.20.1,12,held-out,1.0,8,800,8240.622101600888,8240.622101600888,8240.622101600888,0.0,36913415,38098782
12.20.1,12,held-out,1.0,9,900,8240.622101600888,8240.622101600888,8240.622101600888,0.0,37068479,36149696
12.20.1,12,held-out,1.0,10,1000,8240.622101600888,8240.622101600888,8240.622101600888,0.0,37270978,38215516
12.20.2,12,held-out,1.0,1,100,8615.090910921224,8615.090910921224,8615.090910921224,0.0,41677193,42814967
12.20.2,12,held-out,1.0,2,200,8615.090910921224,8615.090910921224,8615.090910921224,0.0,40756866,42818398
12.20.2,12,held-out,1.0,3,300,8615.090910921224,8615.090910921224,8615.090910921224,0.0,41440674,42546777
12.20.2,12,held-out,1.0,4,400,8615.090910921224,8615.090910921224,8615.090910921224,0.0,41006418,41426587
12.20.2,12,held-out,1.0,5,500,8615.090910921224,8615.090910921224,8615.090910921224,0.0,41654599,42617478
12.20.2,12,held-out,1.0,6,600,8615.090910921224,8615.090910921224,8615.090910921224,0.0,41576494,41394667
12.20.2,12,held-out,1.0,7,700,8615.090910921224,8615.090910921224,8615.090910921224,0.0,41398218,42673307
12.20.2,12,held-out,1.0,8,800,8615.090910921224,8615.090910921224,8615.090910921224,0.0,40357992,42673445
12.20.2,12,held-out,1.0,9,900,8615.090910921224,8615.090910921224,8615.090910921224,0.0,41511332,42747465
12.20.2,12,held-out,1.0,10,1000,8615.090910921224,8615.090910921224,8615.090910921224,0.0,40361464,42938348
12.20.3,12,held-out,1.0,1,100,5974.02974337627,5974.02974337627,5974.02974337627,0.0,34935146,36395777
12.20.3,12,held-out,1.0,2,200,5974.02974337627,5974.02974337627,5974.02974337627,0.0,34939701,36289301
12.20.3,12,held-out,1.0,3,300,5974.02974337627,5974.02974337627,5974.02974337627,0.0,35097693,36620430
12.20.3,12,held-out,1.0,4,400,5974.02974337627,5974.02974337627,5974.02974337627,0.0,35431688,36450662
12.20.3,12,held-out,1.0,5,500,5974.02974337627,5974.02974337627,5974.02974337627,0.0,35770000,36174061
12.20.3,12,held-out,1.0,6,600,5974.02974337627,5974.02974337627,5974.02974337627,0.0,34571646,36508985
12.20.3,12,held-out,1.0,7,700,5974.02974337627,5974.02974337627,5974.02974337627,0.0,35550349,36389893
12.20.3,12,held-out,1.0,8,800,5974.02974337627,5974.02974337627,5974.02974337627,0.0,35567315,36286940
12.20.3,12,held-out,1.0,9,900,5974.02974337627,5974.02974337627,5974.02974337627,0.0,35485180,36489688
12.20.3,12,held-out,1.0,10,1000,5974.02974337627,5974.02974337627,5974.02974337627,0.0,35395557,35369408
12.20.4,12,held-out,1.0,1,100,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,42081811,43796831
12.20.4,12,held-out,1.0,2,200,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,42228894,43858544
12.20.4,12,held-out,1.0,3,300,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,42229712,43695739
12.20.4,12,held-out,1.0,4,400,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,42025413,43794590
12.20.4,12,held-out,1.0,5,500,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,41686125,43777628
12.20.4,12,held-out,1.0,6,600,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,42224479,43626546
12.20.4,12,held-out,1.0,7,700,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,42605901,43882117
12.20.4,12,held-out,1.0,8,800,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,41668522,43802460
12.20.4,12,held-out,1.0,9,900,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,41941386,43888537
12.20.4,12,held-out,1.0,10,1000,7417.996848485695,7417.9968484856945,7417.9968484856945,0.0,42904043,43776179
12.5.1,12,held-out,1.0,1,100,722.7394361159835,722.7394361159835,722.7394361159835,0.0,33499066,33806382
12.5.1,12,held-out,1.0,2,200,722.7394361159835,722.7394361159835,722.7394361159835,0.0,31426412,33563843
12.5.1,12,held-out,1.0,3,300,722.7394361159835,722.7394361159835,722.7394361159835,0.0,32180589,32328620
12.5.1,12,held-out,1.0,4,400,722.7394361159835,722.7394361159835,722.7394361159835,0.0,32302495,32584988
12.5.1,12,held-out,1.0,5,500,722.7394361159835,722.7394361159835,722.7394361159835,0.0,32576908,33729201
12.5.1,12,held-out,1.0,6,600,722.7394361159835,722.7394361159835,722.7394361159835,0.0,32369416,32717174
12.5.1,12,held-out,1.0,7,700,722.7394361159835,722.7394361159835,722.7394361159835,0.0,31861950,33707917
12.5.1,12,held-out,1.0,8,800,722.7394361159835,722.7394361159835,722.7394361159835,0.0,32598639,33683261
12.5.1,12,held-out,1.0,9,900,722.7394361159835,722.7394361159835,722.7394361159835,0.0,32000552,33468351
12.5.1,12,held-out,1.0,10,1000,722.7394361159835,722.7394361159835,722.7394361159835,0.0,32499776,33660513
12.5.2,12,held-out,1.0,1,100,682.5606451824856,682.5606451824856,682.5606451824856,0.0,33083762,33914721
12.5.2,12,held-out,1.0,2,200,682.5606451824856,682.5606451824856,682.5606451824856,0.0,33310930,33787573
12.5.2,12,held-out,1.0,3,300,682.5606451824856,682.5606451824856,682.5606451824856,0.0,33312246,32725345
12.5.2,12,held-out,1.0,4,400,682.5606451824856,682.5606451824856,682.5606451824856,0.0,33071528,33677961
12.5.2,12,held-out,1.0,5,500,682.5606451824856,682.5606451824856,682.5606451824856,0.0,33105470,33837774
12.5.2,12,held-out,1.0,6,600,682.5606451824856,682.5606451824856,682.5606451824856,0.0,32822930,32590438
12.5.2,12,held-out,1.0,7,700,682.5606451824856,682.5606451824856,682.5606451824856,0.0,33026163,32803116
12.5.2,12,held-out,1.0,8,800,682.5606451824856,682.5606451824856,682.5606451824856,0.0,32292886,33633731
12.5.2,12,held-out,1.0,9,900,682.5606451824856,682.5606451824856,682.5606451824856,0.0,32873913,33809179
12.5.2,12,held-out,1.0,10,1000,682.5606451824856,682.5606451824856,682.5606451824856,0.0,32931213,33959942
12.5.3,12,held-out,1.0,1,100,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,30903542,31739717
12.5.3,12,held-out,1.0,2,200,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,30074325,31670432
12.5.3,12,held-out,1.0,3,300,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,30702024,31678440
12.5.3,12,held-out,1.0,4,400,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,31137897,31835260
12.5.3,12,held-out,1.0,5,500,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,30655635,31631296
12.5.3,12,held-out,1.0,6,600,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,30765602,31442623
12.5.3,12,held-out,1.0,7,700,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,30362509,30234326
12.5.3,12,held-out,1.0,8,800,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,30779559,30562734
12.5.3,12,held-out,1.0,9,900,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,30893361,30405862
12.5.3,12,held-out,1.0,10,1000,1011.0698275268996,1011.0698275268996,1011.0698275268996,0.0,29952774,31632207
12.5.4,12,held-out,1.0,1,100,925.8220031419719,925.8220031419719,925.8220031419719,0.0,31816177,32667732
12.5.4,12,held-out,1.0,2,200,925.8220031419719,925.8220031419719,925.8220031419719,0.0,31559920,32755269
12.5.4,12,held-out,1.0,3,300,925.8220031419719,925.8220031419719,925.8220031419719,0.0,31601591,31591563
12.5.4,12,held-out,1.0,4,400,925.8220031419719,925.8220031419719,925.8220031419719,0.0,31938931,32479215
12.5.4,12,held-out,1.0,5,500,925.8220031419719,925.8220031419719,925.8220031419719,0.0,31370412,32580157
12.5.4,12,held-out,1.0,6,600,925.8220031419719,925.8220031419719,925.8220031419719,0.0,31762013,32460857
12.5.4,12,held-out,1.0,7,700,925.8220031419719,925.8220031419719,925.8220031419719,0.0,32212908,32499025
12.5.4,12,held-out,1.0,8,800,925.8220031419719,925.8220031419719,925.8220031419719,0.0,31264080,32618416
12.5.4,12,held-out,1.0,9,900,925.8220031419719,925.8220031419719,925.8220031419719,0.0,30945608,31684433
12.5.4,12,held-out,1.0,10,1000,925.8220031419719,925.8220031419719,925.8220031419719,0.0,31715845,32435586
20.10.1,20,held-out,1.0,1,100,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,31226268,32168786
20.10.1,20,held-out,1.0,2,200,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,31029646,32202081
20.10.1,20,held-out,1.0,3,300,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,31323309,32298646
20.10.1,20,held-out,1.0,4,400,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,31193453,32182893
20.10.1,20,held-out,1.0,5,500,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,30984606,32301825
20.10.1,20,held-out,1.0,6,600,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,31039585,30558792
20.10.1,20,held-out,1.0,7,700,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,31202084,32109633
20.10.1,20,held-out,1.0,8,800,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,30968268,32220443
20.10.1,20,held-out,1.0,9,900,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,30928992,32189791
20.10.1,20,held-out,1.0,10,1000,1190.6920375792722,1190.6920375792722,1190.6920375792722,0.0,30606680,32261287
20.10.2,20,held-out,1.0,1,100,1254.6043475032363,1254.6043475032363,1254.6043475032363,0.0,30381235,32178923
20.10.2,20,held-out,1.0,2,200,1254.6043475032363,1254.6043475032363,1254.6043475032363,0.0,31335881,32544177
20.10.2,20,held-out,1.0,3,300,1254.6043475032363,1254.6043475032363,1254.604347503236,1.812313785582873e-14,30644193,32466161
20.10.2,20,held-out,1.0,4,400,1254.6043475032363,1254.6043475032363,1254.6043475032363,0.0,30795664,32480268
20.10.2,20,held-out,1.0,5,500,1254.6043475032363,1254.6043475032363,1254.6043475032363,0.0,31152654,32370557
20.10.2,20,held-out,1.0,6,600,1254.6043475032363,1254.6043475032363,1254.6043475032363,0.0,30992821,32398952
20.10.2,20,held-out,1.0,7,700,1254.6043475032363,1254.6043475032363,1254.6043475032363,0.0,31184159,32465131
20.10.2,20,held-out,1.0,8,800,1254.6043475032363,1254.604347503236,1254.6043475032363,-1.8123137855828733e-14,30342607,32440570
20.10.2,20,held-out,1.0,9,900,1254.6043475032363,1254.604347503236,1254.6043475032363,-1.8123137855828733e-14,30681312,32541326
20.10.2,20,held-out,1.0,10,1000,1254.6043475032363,1254.6043475032363,1254.6043475032363,0.0,31308754,32183614
20.10.3,20,held-out,1.0,1,100,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,31024717,32272389
20.10.3,20,held-out,1.0,2,200,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,30892941,32335510
20.10.3,20,held-out,1.0,3,300,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,30615357,32349902
20.10.3,20,held-out,1.0,4,400,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,30220295,32252083
20.10.3,20,held-out,1.0,5,500,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,30430326,31125320
20.10.3,20,held-out,1.0,6,600,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,30731846,32423571
20.10.3,20,held-out,1.0,7,700,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,30228664,32264088
20.10.3,20,held-out,1.0,8,800,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,31222509,32333172
20.10.3,20,held-out,1.0,9,900,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,30979815,32257862
20.10.3,20,held-out,1.0,10,1000,1206.1754607013595,1206.1754607013595,1206.1754607013595,0.0,30960503,32269614
20.10.4,20,held-out,1.0,1,100,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,30467355,32585354
20.10.4,20,held-out,1.0,2,200,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,31398268,32434019
20.10.4,20,held-out,1.0,3,300,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,31074950,31511058
20.10.4,20,held-out,1.0,4,400,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,31189194,32301031
20.10.4,20,held-out,1.0,5,500,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,31486249,31234208
20.10.4,20,held-out,1.0,6,600,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,31131828,32391524
20.10.4,20,held-out,1.0,7,700,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,30567605,32277392
20.10.4,20,held-out,1.0,8,800,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,31441225,32576507
20.10.4,20,held-out,1.0,9,900,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,31536590,32420644
20.10.4,20,held-out,1.0,10,1000,1325.8547556895428,1325.8547556895428,1325.8547556895428,0.0,31370398,32409907
20.20.1,20,held-out,1.0,1,100,4375.996152509832,4375.996152509832,4375.996152509832,0.0,38710209,40494348
20.20.1,20,held-out,1.0,2,200,4375.996152509832,4375.996152509832,4375.996152509832,0.0,38819902,40597651
20.20.1,20,held-out,1.0,3,300,4375.996152509832,4375.996152509832,4375.996152509832,0.0,39044083,38944611
20.20.1,20,held-out,1.0,4,400,4375.996152509832,4375.996152509832,4375.996152509832,0.0,39256771,38993255
20.20.1,20,held-out,1.0,5,500,4375.996152509832,4375.996152509832,4375.996152509832,0.0,39270264,39168452
20.20.1,20,held-out,1.0,6,600,4375.996152509832,4375.996152509832,4375.996152509832,0.0,38866840,40376443
20.20.1,20,held-out,1.0,7,700,4375.996152509832,4375.996152509832,4375.996152509832,0.0,39310044,40626142
20.20.1,20,held-out,1.0,8,800,4375.996152509832,4375.996152509832,4375.996152509832,0.0,39447062,40449819
20.20.1,20,held-out,1.0,9,900,4375.996152509832,4375.996152509832,4375.996152509832,0.0,39369906,40077509
20.20.1,20,held-out,1.0,10,1000,4375.996152509832,4375.996152509832,4375.996152509832,0.0,39414038,40214895
20.20.2,20,held-out,1.0,1,100,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38060012,39751227
20.20.2,20,held-out,1.0,2,200,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38347498,39503390
20.20.2,20,held-out,1.0,3,300,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38089633,39743993
20.20.2,20,held-out,1.0,4,400,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38607693,39892157
20.20.2,20,held-out,1.0,5,500,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38321080,38614208
20.20.2,20,held-out,1.0,6,600,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38064379,39592491
20.20.2,20,held-out,1.0,7,700,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38149182,39889608
20.20.2,20,held-out,1.0,8,800,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38039449,39790101
20.20.2,20,held-out,1.0,9,900,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38711502,39704707
20.20.2,20,held-out,1.0,10,1000,4041.311867006855,4041.311867006855,4041.311867006855,0.0,38604954,39758472
20.20.3,20,held-out,1.0,1,100,5069.655033539804,5069.655033539804,5069.655033539804,0.0,39297259,40575201
20.20.3,20,held-out,1.0,2,200,5069.655033539804,5069.655033539804,5069.655033539804,0.0,39076438,40317923
20.20.3,20,held-out,1.0,3,300,5069.655033539804,5069.655033539804,5069.655033539804,0.0,38872132,40286358
20.20.3,20,held-out,1.0,4,400,5069.655033539804,5069.655033539804,5069.655033539804,0.0,38166786,40252286
20.20.3,20,held-out,1.0,5,500,5069.655033539804,5069.655033539804,5069.655033539804,0.0,39035061,40343531
20.20.3,20,held-out,1.0,6,600,5069.655033539804,5069.655033539804,5069.655033539804,0.0,38718434,40356907
20.20.3,20,held-out,1.0,7,700,5069.655033539804,5069.655033539804,5069.655033539804,0.0,38567507,40383279
20.20.3,20,held-out,1.0,8,800,5069.655033539804,5069.655033539804,5069.655033539804,0.0,38582819,40308975
20.20.3,20,held-out,1.0,9,900,5069.655033539804,5069.655033539804,5069.655033539804,0.0,39101595,38914103
20.20.3,20,held-out,1.0,10,1000,5069.655033539804,5069.655033539804,5069.655033539804,0.0,38985624,40244440
20.20.4,20,held-out,1.0,1,100,4371.301453971331,4371.301453971331,4371.301453971331,0.0,35096222,36638993
20.20.4,20,held-out,1.0,2,200,4371.301453971331,4371.301453971331,4371.301453971331,0.0,34270687,36619051
20.20.4,20,held-out,1.0,3,300,4371.301453971331,4371.301453971331,4371.301453971331,0.0,35339252,36625168
20.20.4,20,held-out,1.0,4,400,4371.301453971331,4371.301453971331,4371.301453971331,0.0,34807126,36457846
20.20.4,20,held-out,1.0,5,500,4371.301453971331,4371.301453971331,4371.301453971331,0.0,35366085,36624742
20.20.4,20,held-out,1.0,6,600,4371.301453971331,4371.301453971331,4371.301453971331,0.0,35813180,36209796
20.20.4,20,held-out,1.0,7,700,4371.301453971331,4371.301453971331,4371.301453971331,0.0,34895363,36429654
20.20.4,20,held-out,1.0,8,800,4371.301453971331,4371.301453971331,4371.301453971331,0.0,34444820,36492703
20.20.4,20,held-out,1.0,9,900,4371.301453971331,4371.301453971331,4371.301453971331,0.0,34350351,36260726
20.20.4,20,held-out,1.0,10,1000,4371.301453971331,4371.301453971331,4371.301453971331,0.0,34974156,36496720
20.5.1,20,held-out,1.0,1,100,626.0038177239053,626.0038177239053,626.0038177239053,0.0,31259719,32665120
20.5.1,20,held-out,1.0,2,200,626.0038177239053,626.0038177239053,626.0038177239053,0.0,31703931,32304101
20.5.1,20,held-out,1.0,3,300,626.0038177239053,626.0038177239053,626.0038177239053,0.0,32096474,33127134
20.5.1,20,held-out,1.0,4,400,626.0038177239053,626.0038177239053,626.0038177239053,0.0,31875912,33186870
20.5.1,20,held-out,1.0,5,500,626.0038177239053,626.0038177239053,626.0038177239053,0.0,31227287,33041634
20.5.1,20,held-out,1.0,6,600,626.0038177239053,626.0038177239053,626.0038177239053,0.0,31635813,33096631
20.5.1,20,held-out,1.0,7,700,626.0038177239053,626.0038177239053,626.0038177239053,0.0,31808731,33128387
20.5.1,20,held-out,1.0,8,800,626.0038177239053,626.0038177239053,626.0038177239053,0.0,31881736,33073703
20.5.1,20,held-out,1.0,9,900,626.0038177239053,626.0038177239053,626.0038177239053,0.0,31121268,33213267
20.5.1,20,held-out,1.0,10,1000,626.0038177239053,626.0038177239053,626.0038177239053,0.0,31499035,33043484
20.5.2,20,held-out,1.0,1,100,711.9602671858845,711.9602671858845,711.9602671858845,0.0,32188544,33450744
20.5.2,20,held-out,1.0,2,200,711.9602671858845,711.9602671858845,711.9602671858845,0.0,31772157,33443568
20.5.2,20,held-out,1.0,3,300,711.9602671858845,711.9602671858845,711.9602671858845,0.0,32059586,33206225
20.5.2,20,held-out,1.0,4,400,711.9602671858845,711.9602671858845,711.9602671858845,0.0,32225081,33416787
20.5.2,20,held-out,1.0,5,500,711.9602671858845,711.9602671858845,711.9602671858845,0.0,31769744,33058655
20.5.2,20,held-out,1.0,6,600,711.9602671858845,711.9602671858845,711.9602671858845,0.0,32195356,33356525
20.5.2,20,held-out,1.0,7,700,711.9602671858845,711.9602671858845,711.9602671858845,0.0,32154469,33326775
20.5.2,20,held-out,1.0,8,800,711.9602671858845,711.9602671858845,711.9602671858845,0.0,32109587,33311675
20.5.2,20,held-out,1.0,9,900,711.9602671858845,711.9602671858845,711.9602671858845,0.0,32429290,33377349
20.5.2,20,held-out,1.0,10,1000,711.9602671858845,711.9602671858845,711.9602671858845,0.0,32426656,32262390
20.5.3,20,held-out,1.0,1,100,499.81231236662194,499.81231236662194,499.81231236662194,0.0,31554670,33021329
20.5.3,20,held-out,1.0,2,200,499.81231236662194,499.81231236662194,499.81231236662194,0.0,31943637,33035337
20.5.3,20,held-out,1.0,3,300,499.81231236662194,499.81231236662194,499.81231236662194,0.0,31876485,33021296
20.5.3,20,held-out,1.0,4,400,499.81231236662194,499.81231236662194,499.81231236662194,0.0,31574870,32970356
20.5.3,20,held-out,1.0,5,500,499.81231236662194,499.81231236662194,499.81231236662194,0.0,31655067,33089114
20.5.3,20,held-out,1.0,6,600,499.81231236662194,499.81231236662194,499.81231236662194,0.0,31550907,33090649
20.5.3,20,held-out,1.0,7,700,499.81231236662194,499.81231236662194,499.81231236662194,0.0,31833140,33011371
20.5.3,20,held-out,1.0,8,800,499.81231236662194,499.81231236662194,499.81231236662194,0.0,31810872,32974026
20.5.3,20,held-out,1.0,9,900,499.81231236662194,499.81231236662194,499.81231236662194,0.0,31839539,32901124
20.5.3,20,held-out,1.0,10,1000,499.81231236662194,499.81231236662194,499.81231236662194,0.0,32022619,32481634
20.5.4,20,held-out,1.0,1,100,518.3642017631608,518.3642017631608,518.3642017631608,0.0,31962244,33361830
20.5.4,20,held-out,1.0,2,200,518.3642017631608,518.3642017631608,518.3642017631608,0.0,31835940,33351230
20.5.4,20,held-out,1.0,3,300,518.3642017631608,518.3642017631608,518.3642017631608,0.0,31885079,33350337
20.5.4,20,held-out,1.0,4,400,518.3642017631608,518.3642017631608,518.3642017631608,0.0,32229183,33294758
20.5.4,20,held-out,1.0,5,500,518.3642017631608,518.3642017631608,518.3642017631608,0.0,32398020,33139348
20.5.4,20,held-out,1.0,6,600,518.3642017631608,518.3642017631608,518.364201763161,-2.193184585951775e-14,32290995,33247649
20.5.4,20,held-out,1.0,7,700,518.3642017631608,518.3642017631608,518.3642017631608,0.0,32273281,33005738
20.5.4,20,held-out,1.0,8,800,518.3642017631608,518.3642017631608,518.3642017631608,0.0,31408275,33381405
20.5.4,20,held-out,1.0,9,900,518.3642017631608,518.3642017631608,518.3642017631608,0.0,32240869,32341542
20.5.4,20,held-out,1.0,10,1000,518.3642017631608,518.3642017631608,518.3642017631608,0.0,31636841,33262180
50.10.1,50,held-out,2.0,1,100,1893.3764241835136,1893.3764241835136,1893.3764241835136,0.0,71466335,74256755
50.10.1,50,held-out,2.0,2,200,1893.3764241835136,1893.3764241835136,1893.3764241835136,0.0,71902649,72670104
50.10.1,50,held-out,2.0,3,300,1893.3764241835136,1893.3764241835136,1893.3764241835136,0.0,71864952,74179544
50.10.1,50,held-out,2.0,4,400,1893.3764241835136,1893.3764241835136,1893.3764241835138,-1.2008899685189812e-14,72212901,74010714
50.10.1,50,held-out,2.0,5,500,1893.3764241835136,1893.3764241835136,1893.3764241835136,0.0,72689458,74340884
50.10.1,50,held-out,2.0,6,600,1893.3764241835136,1893.3764241835136,1893.3764241835136,0.0,71847138,74089767
