instance,n,set,Tn,run,seed,bks,ims-final,coop-final,ims-evals,coop-evals
20.10.2,20,held-out,0.1,6,600,1254.6043475032363,1254.6043475032363,,2609896,
20.10.2,20,held-out,0.1,7,700,1254.6043475032363,1254.6043475032363,,1737507,
20.10.2,20,held-out,0.1,8,800,1254.6043475032363,1254.604347503236,,2767739,
20.10.2,20,held-out,0.1,9,900,1254.6043475032363,1254.6043475032363,,2166429,
20.10.2,20,held-out,0.1,10,1000,1254.6043475032363,1254.6043475032363,,1422598,
20.10.3,20,held-out,0.1,1,100,1206.1754607013595,1206.1754607013595,,2369990,
20.10.3,20,held-out,0.1,2,200,1206.1754607013595,1206.1754607013595,,1479881,
20.10.3,20,held-out,0.1,3,300,1206.1754607013595,1206.1754607013595,,2091203,
20.10.3,20,held-out,0.1,4,400,1206.1754607013595,1206.1754607013595,,1878302,
20.10.3,20,held-out,0.1,5,500,1206.1754607013595,1206.1754607013595,,1928464,
20.10.3,20,held-out,0.1,6,600,1206.1754607013595,1206.1754607013595,,2322909,
20.10.3,20,held-out,0.1,7,700,1206.1754607013595,1206.1754607013595,,1950343,
20.10.3,20,held-out,0.1,8,800,1206.1754607013595,1206.1754607013595,,1853129,
20.10.3,20,held-out,0.1,9,900,1206.1754607013595,1206.1754607013595,,2231348,
20.10.3,20,held-out,0.1,10,1000,1206.1754607013595,1206.1754607013595,,1978426,
20.10.4,20,held-out,0.1,1,100,1325.8547556895428,1325.8547556895428,,1839126,
20.10.4,20,held-out,0.1,2,200,1325.8547556895428,1325.8547556895428,,1935125,
20.10.4,20,held-out,0.1,3,300,1325.8547556895428,1325.8547556895428,,2751785,
20.10.4,20,held-out,0.1,4,400,1325.8547556895428,1325.8547556895428,,2129122,
20.10.4,20,held-out,0.1,5,500,1325.8547556895428,1325.8547556895428,,1580662,
20.10.4,20,held-out,0.1,6,600,1325.8547556895428,1325.8547556895428,,2201473,
20.10.4,20,held-out,0.1,7,700,1325.8547556895428,1325.8547556895428,,1907145,
20.10.4,20,held-out,0.1,8,800,1325.8547556895428,1325.8547556895428,,2385669,
20.10.4,20,held-out,0.1,9,900,1325.8547556895428,1325.8547556895428,,1747423,
20.10.4,20,held-out,0.1,10,1000,1325.8547556895428,1325.8547556895428,,1304380,
20.20.1,20,held-out,0.1,1,100,4375.996152509832,4375.996152509832,,1754910,
20.20.1,20,held-out,0.1,2,200,4375.996152509832,4375.996152509832,,2619528,
20.20.1,20,held-out,0.1,3,300,4375.996152509832,4375.996152509832,,2768579,
20.20.1,20,held-out,0.1,4,400,4375.996152509832,4375.996152509832,,2466636,
20.20.1,20,held-out,0.1,5,500,4375.996152509832,4375.996152509832,,2724370,
20.20.1,20,held-out,0.1,6,600,4375.996152509832,4375.996152509832,,2397125,
20.20.1,20,held-out,0.1,7,700,4375.996152509832,4375.996152509832,,2135690,
20.20.1,20,held-out,0.1,8,800,4375.996152509832,4375.996152509832,,2860813,
20.20.1,20,held-out,0.1,9,900,4375.996152509832,4375.996152509832,,2079757,
20.20.1,20,held-out,0.1,10,1000,4375.996152509832,4375.996152509832,,2411490,
20.20.2,20,held-out,0.1,1,100,4041.311867006855,4041.311867006855,,3330674,
20.20.2,20,held-out,0.1,2,200,4041.311867006855,4041.311867006855,,2715231,
20.20.2,20,held-out,0.1,3,300,4041.311867006855,4041.311867006855,,1610757,
20.20.2,20,held-out,0.1,4,400,4041.311867006855,4041.311867006855,,2457540,
20.20.2,20,held-out,0.1,5,500,4041.311867006855,4041.311867006855,,1701010,
20.20.2,20,held-out,0.1,6,600,4041.311867006855,4041.311867006855,,3430808,
20.20.2,20,held-out,0.1,7,700,4041.311867006855,4041.311867006855,,2329409,
20.20.2,20,held-out,0.1,8,800,4041.311867006855,4041.311867006855,,2439542,
20.20.2,20,held-out,0.1,9,900,4041.311867006855,4041.311867006855,,2634225,
20.20.2,20,held-out,0.1,10,1000,4041.311867006855,4041.311867006855,,2705933,
20.20.3,20,held-out,0.1,1,100,5069.655033539804,5505.983606715483,,1892032,
20.20.3,20,held-out,0.1,2,200,5069.655033539804,5505.983606715483,,2602243,
20.20.3,20,held-out,0.1,3,300,5069.655033539804,5069.655033539804,,2599197,
20.20.3,20,held-out,0.1,4,400,5069.655033539804,5069.655033539804,,2133212,
20.20.3,20,held-out,0.1,5,500,5069.655033539804,5069.655033539804,,1955492,
20.20.3,20,held-out,0.1,6,600,5069.655033539804,5069.655033539804,,2376970,
20.20.3,20,held-out,0.1,7,700,5069.655033539804,5069.655033539804,,2959414,
20.20.3,20,held-out,0.1,8,800,5069.655033539804,5069.655033539804,,2415074,
20.20.3,20,held-out,0.1,9,900,5069.655033539804,5069.655033539804,,2447927,
20.20.3,20,held-out,0.1,10,1000,5069.655033539804,5069.655033539804,,2807750,
20.20.4,20,held-out,0.1,1,100,4371.301453971331,4371.301453971331,,1685923,
20.20.4,20,held-out,0.1,2,200,4371.301453971331,4371.301453971331,,2487741,
20.20.4,20,held-out,0.1,3,300,4371.301453971331,4371.301453971331,,2374621,
20.20.4,20,held-out,0.1,4,400,4371.301453971331,4371.301453971331,,2918115,
20.20.4,20,held-out,0.1,5,500,4371.301453971331,4371.301453971331,,1952004,
20.20.4,20,held-out,0.1,6,600,4371.301453971331,4371.301453971331,,1874669,
20.20.4,20,held-out,0.1,7,700,4371.301453971331,4371.301453971331,,3121696,
20.20.4,20,held-out,0.1,8,800,4371.301453971331,4371.301453971331,,2840997,
20.20.4,20,held-out,0.1,9,900,4371.301453971331,4371.301453971331,,1493811,
20.20.4,20,held-out,0.1,10,1000,4371.301453971331,4371.301453971331,,1633737,
20.5.1,20,held-out,0.1,1,100,626.0038177239053,626.0038177239053,,1416084,
20.5.1,20,held-out,0.1,2,200,626.0038177239053,626.0038177239053,,1669056,
20.5.1,20,held-out,0.1,3,300,626.0038177239053,626.0038177239053,,2147270,
20.5.1,20,held-out,0.1,4,400,626.0038177239053,626.0038177239053,,2177900,
20.5.1,20,held-out,0.1,5,500,626.0038177239053,626.0038177239053,,1873949,
20.5.1,20,held-out,0.1,6,600,626.0038177239053,626.0038177239053,,2085404,
20.5.1,20,held-out,0.1,7,700,626.0038177239053,626.0038177239053,,2233338,
20.5.1,20,held-out,0.1,8,800,626.0038177239053,626.0038177239053,,2748281,
20.5.1,20,held-out,0.1,9,900,626.0038177239053,626.0038177239053,,2622451,
20.5.1,20,held-out,0.1,10,1000,626.0038177239053,626.0038177239053,,2103474,
20.5.2,20,held-out,0.1,1,100,711.9602671858845,711.9602671858845,,2788651,
20.5.2,20,held-out,0.1,2,200,711.9602671858845,711.9602671858845,,2417873,
20.5.2,20,held-out,0.1,3,300,711.9602671858845,711.9602671858845,,2134196,
20.5.2,20,held-out,0.1,4,400,711.9602671858845,711.9602671858845,,2091032,
20.5.2,20,held-out,0.1,5,500,711.9602671858845,711.9602671858845,,1933361,
20.5.2,20,held-out,0.1,6,600,711.9602671858845,711.9602671858845,,1909485,
20.5.2,20,held-out,0.1,7,700,711.9602671858845,711.9602671858845,,2223481,
20.5.2,20,held-out,0.1,8,800,711.9602671858845,711.9602671858845,,2303364,
20.5.2,20,held-out,0.1,9,900,711.9602671858845,711.9602671858845,,2322312,
20.5.2,20,held-out,0.1,10,1000,711.9602671858845,711.9602671858845,,1612194,
20.5.3,20,held-out,0.1,1,100,499.81231236662194,499.81231236662194,,1727298,
20.5.3,20,held-out,0.1,2,200,499.81231236662194,499.81231236662194,,1454573,
20.5.3,20,held-out,0.1,3,300,499.81231236662194,499.81231236662194,,1672904,
20.5.3,20,held-out,0.1,4,400,499.81231236662194,499.81231236662194,,1939229,
20.5.3,20,held-out,0.1,5,500,499.81231236662194,499.81231236662194,,2310479,
20.5.3,20,held-out,0.1,6,600,499.81231236662194,499.81231236662194,,1593417,
20.5.3,20,held-out,0.1,7,700,499.81231236662194,499.81231236662194,,2146941,
20.5.3,20,held-out,0.1,8,800,499.81231236662194,499.81231236662194,,1644518,
20.5.3,20,held-out,0.1,9,900,499.81231236662194,499.81231236662194,,2030564,
20.5.3,20,held-out,0.1,10,1000,499.81231236662194,499.81231236662194,,2162599,
20.5.4,20,held-out,0.1,1,100,518.3642017631608,518.3642017631608,,2238020,
20.5.4,20,held-out,0.1,2,200,518.3642017631608,518.3642017631608,,2086854,
20.5.4,20,held-out,0.1,3,300,518.3642017631608,518.3642017631608,,1708995,
20.5.4,20,held-out,0.1,4,400,518.3642017631608,518.3642017631608,,2425769,
20.5.4,20,held-out,0.1,5,500,518.3642017631608,518.3642017631608,,1777040,
20.5.4,20,held-out,0.1,6,600,518.3642017631608,518.3642017631608,,2195450,
20.5.4,20,held-out,0.1,7,700,518.3642017631608,518.3642017631608,,1774120,
20.5.4,20,held-out,0.1,8,800,518.3642017631608,518.3642017631608,,1494455,
20.5.4,20,held-out,0.1,9,900,518.3642017631608,518.3642017631608,,2021752,
20.5.4,20,held-out,0.1,10,1000,518.3642017631608,518.3642017631608,,2058396,
50.10.1,50,held-out,1.5,1,100,1893.3764241835136,1893.3764241835136,,51984027,
50.10.1,50,held-out,1.5,2,200,1893.3764241835136,1893.3764241835136,,52666724,
50.10.1,50,held-out,1.5,3,300,1893.3764241835136,1893.3764241835136,,52631854,
50.10.1,50,held-out,1.5,4,400,1893.3764241835136,1893.3764241835136,,53066014,
50.10.1,50,held-out,1.5,5,500,1893.3764241835136,1893.3764241835136,,53078072,
50.10.1,50,held-out,1.5,6,600,1893.3764241835136,1893.3764241835136,,53358900,
50.10.1,50,held-out,1.5,7,700,1893.3764241835136,1893.3764241835136,,53755932,
50.10.1,50,held-out,1.5,8,800,1893.3764241835136,1893.3764241835136,,53088480,
50.10.1,50,held-out,1.5,9,900,1893.3764241835136,1893.3764241835136,,52942588,
50.10.1,50,held-out,1.5,10,1000,1893.3764241835136,1893.3764241835136,,53043140,
50.10.2,50,held-out,1.5,1,100,1551.8213832018114,1543.6861586127707,,51883547,
50.10.2,50,held-out,1.5,2,200,1551.8213832018114,1549.619745122918,,53050695,
50.10.2,50,held-out,1.5,3,300,1551.8213832018114,1545.1204889657313,,53086949,
50.10.2,50,held-out,1.5,4,400,1551.8213832018114,1543.6861586127707,,52602870,
50.10.2,50,held-out,1.5,5,500,1551.8213832018114,1543.6861586127707,,53299256,
50.10.2,50,held-out,1.5,6,600,1551.8213832018114,1543.6861586127707,,53184173,
50.10.2,50,held-out,1.5,7,700,1551.8213832018114,1543.6861586127707,,53514769,
50.10.2,50,held-out,1.5,8,800,1551.8213832018114,1545.1204889657313,,53467634,
50.10.2,50,held-out,1.5,9,900,1551.8213832018114,1544.4501071807022,,53472995,
50.10.2,50,held-out,1.5,10,1000,1551.8213832018114,1543.6861586127707,,53754461,
50.10.3,50,held-out,1.5,1,100,1512.4058810954446,1512.4058810954446,,52033232,
50.10.3,50,held-out,1.5,2,200,1512.4058810954446,1511.2011884729018,,50808513,
50.10.3,50,held-out,1.5,3,300,1512.4058810954446,1513.567189981597,,51330657,
50.10.3,50,held-out,1.5,4,400,1512.4058810954446,1511.2011884729018,,51997686,
50.10.3,50,held-out,1.5,5,500,1512.4058810954446,1511.2011884729018,,52577464,
50.10.3,50,held-out,1.5,6,600,1512.4058810954446,1513.722200318423,,51141949,
50.10.3,50,held-out,1.5,7,700,1512.4058810954446,1513.567189981597,,51312523,
50.10.3,50,held-out,1.5,8,800,1512.4058810954446,1511.2011884729018,,51954533,
50.10.3,50,held-out,1.5,9,900,1512.4058810954446,1511.0050516725973,,52047008,
50.10.3,50,held-out,1.5,10,1000,1512.4058810954446,1512.4058810954446,,52295715,
50.10.4,50,held-out,1.5,1,100,1455.8578212932475,1455.8578212932475,,51287011,
50.10.4,50,held-out,1.5,2,200,1455.8578212932475,1455.8578212932475,,51398125,
50.10.4,50,held-out,1.5,3,300,1455.8578212932475,1455.8578212932475,,52666033,
50.10.4,50,held-out,1.5,4,400,1455.8578212932475,1455.8578212932475,,51874776,
50.10.4,50,held-out,1.5,5,500,1455.8578212932475,1455.8578212932475,,52509669,
50.10.4,50,held-out,1.5,6,600,1455.8578212932475,1455.8578212932475,,51359982,
50.10.4,50,held-out,1.5,7,700,1455.8578212932475,1455.8578212932475,,51382678,
50.10.4,50,held-out,1.5,8,800,1455.8578212932475,1455.8578212932475,,52427706,
50.10.4,50,held-out,1.5,9,900,1455.8578212932475,1455.8578212932475,,51883450,
50.10.4,50,held-out,1.5,10,1000,1455.8578212932475,1455.8578212932475,,51065358,
50.20.1,50,held-out,1.5,1,100,4182.09111960489,4182.09111960489,,59212885,
50.20.1,50,held-out,1.5,2,200,4182.09111960489,4194.048484882342,,57457613,
50.20.1,50,held-out,1.5,3,300,4182.09111960489,4194.048484882342,,58244012,
50.20.1,50,held-out,1.5,4,400,4182.09111960489,4182.09111960489,,57526556,
50.20.1,50,held-out,1.5,5,500,4182.09111960489,4182.09111960489,,57180973,
50.20.1,50,held-out,1.5,6,600,4182.09111960489,4182.09111960489,,58129100,
50.20.1,50,held-out,1.5,7,700,4182.09111960489,4182.09111960489,,58178130,
50.20.1,50,held-out,1.5,8,800,4182.09111960489,4182.09111960489,,57971199,
50.20.1,50,held-out,1.5,9,900,4182.09111960489,4182.09111960489,,58348813,
50.20.1,50,held-out,1.5,10,1000,4182.09111960489,4182.09111960489,,57451945,
50.20.2,50,held-out,1.5,1,100,4239.8820130716895,4239.8820130716895,,58367408,
50.20.2,50,held-out,1.5,2,200,4239.8820130716895,4239.8820130716895,,57453239,
50.20.2,50,held-out,1.5,3,300,4239.8820130716895,4239.8820130716895,,57948822,
50.20.2,50,held-out,1.5,4,400,4239.8820130716895,4239.8820130716895,,57437095,
50.20.2,50,held-out,1.5,5,500,4239.8820130716895,4239.8820130716895,,57323996,
50.20.2,50,held-out,1.5,6,600,4239.8820130716895,4239.8820130716895,,57732670,
50.20.2,50,held-out,1.5,7,700,4239.8820130716895,4239.8820130716895,,57090540,
50.20.2,50,held-out,1.5,8,800,4239.8820130716895,4239.8820130716895,,57407531,
50.20.2,50,held-out,1.5,9,900,4239.8820130716895,4239.8820130716895,,57405494,
50.20.2,50,held-out,1.5,10,1000,4239.8820130716895,4239.8820130716895,,57528018,
50.20.3,50,held-out,1.5,1,100,4711.898720148452,4711.898720148452,,56270987,
50.20.3,50,held-out,1.5,2,200,4711.898720148452,4700.008218819873,,56558760,
50.20.3,50,held-out,1.5,3,300,4711.898720148452,4614.738181391734,,55783481,
50.20.3,50,held-out,1.5,4,400,4711.898720148452,4711.898720148452,,56505839,
50.20.3,50,held-out,1.5,5,500,4711.898720148452,4711.898720148452,,56210869,
50.20.3,50,held-out,1.5,6,600,4711.898720148452,4614.738181391734,,56477504,
50.20.3,50,held-out,1.5,7,700,4711.898720148452,4711.898720148452,,56816882,
50.20.3,50,held-out,1.5,8,800,4711.898720148452,4711.898720148452,,55752371,
50.20.3,50,held-out,1.5,9,900,4711.898720148452,4711.898720148452,,57006579,
50.20.3,50,held-out,1.5,10,1000,4711.898720148452,4688.945086924323,,57198544,
50.20.4,50,held-out,1.5,1,100,4531.5985742643925,4529.6603036857105,,58942567,
50.20.4,50,held-out,1.5,2,200,4531.5985742643925,4561.413853442659,,58927398,
50.20.4,50,held-out,1.5,3,300,4531.5985742643925,4561.371302199013,,59118197,
50.20.4,50,held-out,1.5,4,400,4531.5985742643925,4529.6603036857105,,58743172,
50.20.4,50,held-out,1.5,5,500,4531.5985742643925,4529.6603036857105,,59258496,
50.20.4,50,held-out,1.5,6,600,4531.5985742643925,4529.6603036857105,,58066406,
50.20.4,50,held-out,1.5,7,700,4531.5985742643925,4529.6603036857105,,58277861,
50.20.4,50,held-out,1.5,8,800,4531.5985742643925,4529.6603036857105,,58687776,
50.20.4,50,held-out,1.5,9,900,4531.5985742643925,4529.6603036857105,,58514178,
50.20.4,50,held-out,1.5,10,1000,4531.5985742643925,4843.483308011181,,58846260,
50.30.1,50,held-out,1.5,1,100,8873.783828187867,8873.783828187865,,61246969,
50.30.1,50,held-out,1.5,2,200,8873.783828187867,8873.783828187865,,60019877,
50.30.1,50,held-out,1.5,3,300,8873.783828187867,8873.783828187865,,61055788,
50.30.1,50,held-out,1.5,4,400,8873.783828187867,8873.783828187865,,60130683,
50.30.1,50,held-out,1.5,5,500,8873.783828187867,8873.783828187865,,60033267,
50.30.1,50,held-out,1.5,6,600,8873.783828187867,8873.783828187865,,60158213,
50.30.1,50,held-out,1.5,7,700,8873.783828187867,8873.783828187865,,60627627,
50.30.1,50,held-out,1.5,8,800,8873.783828187867,8873.783828187865,,60037040,
50.30.1,50,held-out,1.5,9,900,8873.783828187867,8873.783828187865,,59909667,
50.30.1,50,held-out,1.5,10,1000,8873.783828187867,8873.783828187865,,60188362,
50.30.2,50,held-out,1.5,1,100,8019.961154560939,8019.961154560939,,60801120,
50.30.2,50,held-out,1.5,2,200,8019.961154560939,8019.961154560939,,60237497,
50.30.2,50,held-out,1.5,3,300,8019.961154560939,8019.961154560939,,60689313,
50.30.2,50,held-out,1.5,4,400,8019.961154560939,8019.961154560939,,60705171,
50.30.2,50,held-out,1.5,5,500,8019.961154560939,8019.961154560939,,60725756,
50.30.2,50,held-out,1.5,6,600,8019.961154560939,8019.961154560939,,60383606,
50.30.2,50,held-out,1.5,7,700,8019.961154560939,8019.961154560939,,60835422,
50.30.2,50,held-out,1.5,8,800,8019.961154560939,8019.961154560939,,59969998,
50.30.2,50,held-out,1.5,9,900,8019.961154560939,8019.961154560939,,60730046,
50.30.2,50,held-out,1.5,10,1000,8019.961154560939,8019.961154560939,,60397492,
50.30.3,50,held-out,1.5,1,100,8908.103012671027,8908.103012671027,,59624075,
50.30.3,50,held-out,1.5,2,200,8908.103012671027,8908.103012671027,,60085747,
50.30.3,50,held-out,1.5,3,300,8908.103012671027,8908.103012671027,,59775253,
50.30.3,50,held-out,1.5,4,400,8908.103012671027,8908.103012671027,,59252301,
50.30.3,50,held-out,1.5,5,500,8908.103012671027,8908.103012671027,,60151632,
50.30.3,50,held-out,1.5,6,600,8908.103012671027,8908.103012671027,,59921910,
50.30.3,50,held-out,1.5,7,700,8908.103012671027,8908.103012671027,,59879033,
50.30.3,50,held-out,1.5,8,800,8908.103012671027,8908.103012671027,,60501895,
50.30.3,50,held-out,1.5,9,900,8908.103012671027,8908.103012671027,,59847837,
50.30.3,50,held-out,1.5,10,1000,8908.103012671027,8908.103012671027,,59253418,
50.30.4,50,held-out,1.5,1,100,8811.661300005724,8811.661300005724,,58791150,
50.30.4,50,held-out,1.5,2,200,8811.661300005724,8811.661300005724,,59614004,
50.30.4,50,held-out,1.5,3,300,8811.661300005724,8811.661300005724,,59600427,
50.30.4,50,held-out,1.5,4,400,8811.661300005724,8811.661300005724,,60414320,
50.30.4,50,held-out,1.5,5,500,8811.661300005724,8811.661300005724,,59660436,
50.30.4,50,held-out,1.5,6,600,8811.661300005724,8811.661300005724,,59477828,
50.30.4,50,held-out,1.5,7,700,8811.661300005724,8811.661300005724,,59941868,
50.30.4,50,held-out,1.5,8,800,8811.661300005724,8811.661300005724,,60256991,
50.30.4,50,held-out,1.5,9,900,8811.661300005724,8811.661300005724,,59824196,
50.30.4,50,held-out,1.5,10,1000,8811.661300005724,8811.661300005724,,59254916,
50.40.1,50,held-out,1.5,1,100,14408.673370992698,14370.598986537252,,58053464,
50.40.1,50,held-out,1.5,2,200,14408.673370992698,14402.385569729808,,59421516,
50.40.1,50,held-out,1.5,3,300,14408.673370992698,14370.598986537252,,58747458,
50.40.1,50,held-out,1.5,4,400,14408.673370992698,14376.74413612991,,59174290,
50.40.1,50,held-out,1.5,5,500,14408.673370992698,14402.385569729808,,58330796,
50.40.1,50,held-out,1.5,6,600,14408.673370992698,14402.38556972981,,58571315,
50.40.1,50,held-out,1.5,7,700,14408.673370992698,14372.510564949152,,56938881,
50.40.1,50,held-out,1.5,8,800,14408.673370992698,14373.213744447174,,58412858,
50.40.1,50,held-out,1.5,9,900,14408.673370992698,14402.38556972981,,58133142,
50.40.1,50,held-out,1.5,10,1000,14408.673370992698,14385.33047657982,,58427458,
50.40.2,50,held-out,1.5,1,100,14334.608383894823,14473.367495952687,,58886354,
50.40.2,50,held-out,1.5,2,200,14334.608383894823,14416.69533881274,,57884618,
50.40.2,50,held-out,1.5,3,300,14334.608383894823,14490.095999225006,,58534198,
50.40.2,50,held-out,1.5,4,400,14334.608383894823,14402.335987788294,,58589522,
50.40.2,50,held-out,1.5,5,500,14334.608383894823,14488.631393411495,,58010268,
50.40.2,50,held-out,1.5,6,600,14334.608383894823,14338.177800279138,,58693023,
50.40.2,50,held-out,1.5,7,700,14334.608383894823,14442.031952611296,,57572213,
50.40.2,50,held-out,1.5,8,800,14334.608383894823,14490.095999225006,,59542075,
50.40.2,50,held-out,1.5,9,900,14334.608383894823,14402.33598778829,,58938826,
50.40.2,50,held-out,1.5,10,1000,14334.608383894823,14334.611685525575,,58935511,
50.40.3,50,held-out,1.5,1,100,12527.925293145607,12472.459799760998,,58497511,
50.40.3,50,held-out,1.5,2,200,12527.925293145607,12472.459799760998,,58308163,
50.40.3,50,held-out,1.5,3,300,12527.925293145607,12512.136076662266,,59201956,
50.40.3,50,held-out,1.5,4,400,12527.925293145607,12472.459799760998,,58415774,
50.40.3,50,held-out,1.5,5,500,12527.925293145607,12499.530242747744,,58153966,
50.40.3,50,held-out,1.5,6,600,12527.925293145607,12496.687397986154,,57872192,
50.40.3,50,held-out,1.5,7,700,12527.925293145607,12472.459799760998,,58113362,
50.40.3,50,held-out,1.5,8,800,12527.925293145607,12496.687397986152,,58483671,
50.40.3,50,held-out,1.5,9,900,12527.925293145607,12472.459799760998,,58502653,
50.40.3,50,held-out,1.5,10,1000,12527.925293145607,12472.459799760998,,59228501,
50.40.4,50,held-out,1.5,1,100,12992.72316097867,12992.723160978669,,58263055,
50.40.4,50,held-out,1.5,2,200,12992.72316097867,12992.723160978669,,58020160,
50.40.4,50,held-out,1.5,3,300,12992.72316097867,12992.723160978669,,59412581,
50.40.4,50,held-out,1.5,4,400,12992.72316097867,12992.723160978669,,59616048,
50.40.4,50,held-out,1.5,5,500,12992.72316097867,12992.723160978669,,58972227,
50.40.4,50,held-out,1.5,6,600,12992.72316097867,12992.723160978669,,58183712,
50.40.4,50,held-out,1.5,7,700,12992.72316097867,12992.723160978669,,58788106,
50.40.4,50,held-out,1.5,8,800,12992.72316097867,12992.723160978669,,58094091,
50.40.4,50,held-out,1.5,9,900,12992.72316097867,12992.723160978669,,58923099,
50.40.4,50,held-out,1.5,10,1000,12992.72316097867,12992.723160978669,,59044105,
100.10.1,100,held-out,10.0,1,100,1563.2556451543076,1560.0780143511952,,352252296,
100.10.1,100,held-out,10.0,2,200,1563.2556451543076,1559.7403963876893,,352645263,
100.10.1,100,held-out,10.0,3,300,1563.2556451543076,1561.2796474803345,,352509926,
100.10.1,100,held-out,10.0,4,400,1563.2556451543076,1555.9032815292487,,351457289,
100.10.1,100,held-out,10.0,5,500,1563.2556451543076,1554.6731477990445,,352310766,
100.10.1,100,held-out,10.0,6,600,1563.2556451543076,1559.4607834953479,,351068429,
100.10.1,100,held-out,10.0,7,700,1563.2556451543076,1559.7757882779435,,352919895,
100.10.1,100,held-out,10.0,8,800,1563.2556451543076,1555.3957564763182,,352081135,
100.10.1,100,held-out,10.0,9,900,1563.2556451543076,1546.7757956713772,,351797223,
100.10.1,100,held-out,10.0,10,1000,1563.2556451543076,1560.0780143511952,,351522362,
100.10.2,100,held-out,10.0,1,100,1579.871987611483,1563.4950613073363,,353683627,
100.10.2,100,held-out,10.0,2,200,1579.871987611483,1564.5910679394362,,352085682,
100.10.2,100,held-out,10.0,3,300,1579.871987611483,1563.4612476680572,,353134885,
100.10.2,100,held-out,10.0,4,400,1579.871987611483,1572.825478329376,,353382005,
100.10.2,100,held-out,10.0,5,500,1579.871987611483,1567.8553110453645,,353344576,
100.10.2,100,held-out,10.0,6,600,1579.871987611483,1563.4220557276485,,353346966,
100.10.2,100,held-out,10.0,7,700,1579.871987611483,1547.9979548737576,,352637361,
100.10.2,100,held-out,10.0,8,800,1579.871987611483,1563.18746433427,,353258023,
100.10.2,100,held-out,10.0,9,900,1579.871987611483,1563.221277973549,,352055177,
100.10.2,100,held-out,10.0,10,1000,1579.871987611483,1570.0894915981346,,352534364,
100.10.3,100,held-out,10.0,1,100,1516.067161387965,1510.0944842855286,,350213120,
100.10.3,100,held-out,10.0,2,200,1516.067161387965,1515.861436307472,,352641462,
100.10.3,100,held-out,10.0,3,300,1516.067161387965,1511.1030836095867,,353259261,
100.10.3,100,held-out,10.0,4,400,1516.067161387965,1516.8511169668043,,351732136,
100.10.3,100,held-out,10.0,5,500,1516.067161387965,1518.0904418970752,,350852450,
100.10.3,100,held-out,10.0,6,600,1516.067161387965,1510.203429274785,,350949234,
100.10.3,100,held-out,10.0,7,700,1516.067161387965,1517.983237364458,,351559729,
100.10.3,100,held-out,10.0,8,800,1516.067161387965,1516.8511169668043,,350720506,
100.10.3,100,held-out,10.0,9,900,1516.067161387965,1516.7876676034473,,350607400,
100.10.3,100,held-out,10.0,10,1000,1516.067161387965,1512.0434771587227,,351533177,
100.10.4,100,held-out,10.0,1,100,1566.1742203960607,1564.6337889019371,,352903766,
100.10.4,100,held-out,10.0,2,200,1566.1742203960607,1564.6337889019371,,353401514,
100.10.4,100,held-out,10.0,3,300,1566.1742203960607,1563.1790172221354,,352845223,
100.10.4,100,held-out,10.0,4,400,1566.1742203960607,1563.1790172221354,,354038313,
100.10.4,100,held-out,10.0,5,500,1566.1742203960607,1563.7445014220666,,352679938,
100.10.4,100,held-out,10.0,6,600,1566.1742203960607,1566.2150101068005,,353807510,
100.10.4,100,held-out,10.0,7,700,1566.1742203960607,1566.1742203960603,,352943708,
100.10.4,100,held-out,10.0,8,800,1566.1742203960607,1563.7445014220666,,353251881,
100.10.4,100,held-out,10.0,9,900,1566.1742203960607,1564.6337889019371,,353448086,
100.10.4,100,held-out,10.0,10,1000,1566.1742203960607,1564.6337889019371,,353537459,
100.20.1,100,held-out,10.0,1,100,4302.306833796588,4302.3056571779625,,353590215,
100.20.1,100,held-out,10.0,2,200,4302.306833796588,4302.3056571779625,,357668821,
100.20.1,100,held-out,10.0,3,300,4302.306833796588,4302.3056571779625,,355976088,
100.20.1,100,held-out,10.0,4,400,4302.306833796588,4302.3056571779625,,357328013,
100.20.1,100,held-out,10.0,5,500,4302.306833796588,4302.3056571779625,,355191607,
100.20.1,100,held-out,10.0,6,600,4302.306833796588,4302.3056571779625,,358173850,
100.20.1,100,held-out,10.0,7,700,4302.306833796588,4302.3056571779625,,356882342,
100.20.1,100,held-out,10.0,8,800,4302.306833796588,4302.3056571779625,,358395478,
100.20.1,100,held-out,10.0,9,900,4302.306833796588,4302.306833796588,,355422740,
100.20.1,100,held-out,10.0,10,1000,4302.306833796588,4302.3056571779625,,356879766,
100.20.2,100,held-out,10.0,1,100,4055.993734698326,4055.993734698326,,356989929,
100.20.2,100,held-out,10.0,2,200,4055.993734698326,4055.993734698326,,359779817,
100.20.2,100,held-out,10.0,3,300,4055.993734698326,4055.993734698326,,357181979,
100.20.2,100,held-out,10.0,4,400,4055.993734698326,4055.993734698326,,359302551,
100.20.2,100,held-out,10.0,5,500,4055.993734698326,4055.993734698326,,357197162,
100.20.2,100,held-out,10.0,6,600,4055.993734698326,4055.993734698326,,358763287,
100.20.2,100,held-out,10.0,7,700,4055.993734698326,4055.993734698326,,357364975,
100.20.2,100,held-out,10.0,8,800,4055.993734698326,4055.993734698326,,357281078,
100.20.2,100,held-out,10.0,9,900,4055.993734698326,4055.993734698326,,355522979,
100.20.2,100,held-out,10.0,10,1000,4055.993734698326,4055.993734698326,,355342032,
100.20.3,100,held-out,10.0,1,100,4196.026173564053,4196.026173564053,,354801158,
