instance,n,set,Tn,run,seed,bks,ims-final,coop-final,ims-evals,coop-evals
6.5.1,6,held-out,0.01,7,700,699.6656534991815,699.6656534991815,,51291,
6.5.1,6,held-out,0.01,8,800,699.6656534991815,699.6656534991815,,47735,
6.5.1,6,held-out,0.01,9,900,699.6656534991815,699.6656534991815,,96811,
6.5.1,6,held-out,0.01,10,1000,699.6656534991815,699.6656534991815,,91866,
6.5.2,6,held-out,0.01,1,100,550.7224677595595,550.7224677595595,,105941,
6.5.2,6,held-out,0.01,2,200,550.7224677595595,550.7224677595595,,48833,
6.5.2,6,held-out,0.01,3,300,550.7224677595595,550.7224677595595,,71683,
6.5.2,6,held-out,0.01,4,400,550.7224677595595,550.7224677595595,,131392,
6.5.2,6,held-out,0.01,5,500,550.7224677595595,550.7224677595595,,105580,
6.5.2,6,held-out,0.01,6,600,550.7224677595595,550.7224677595595,,86723,
6.5.2,6,held-out,0.01,7,700,550.7224677595595,550.7224677595595,,44338,
6.5.2,6,held-out,0.01,8,800,550.7224677595595,550.7224677595595,,57649,
6.5.2,6,held-out,0.01,9,900,550.7224677595595,550.7224677595595,,120359,
6.5.2,6,held-out,0.01,10,1000,550.7224677595595,550.7224677595595,,76219,
6.5.3,6,held-out,0.01,1,100,766.7833863800394,766.7833863800394,,122067,
6.5.3,6,held-out,0.01,2,200,766.7833863800394,766.7833863800394,,61657,
6.5.3,6,held-out,0.01,3,300,766.7833863800394,766.7833863800394,,58558,
6.5.3,6,held-out,0.01,4,400,766.7833863800394,766.7833863800394,,42583,
6.5.3,6,held-out,0.01,5,500,766.7833863800394,766.7833863800394,,83694,
6.5.3,6,held-out,0.01,6,600,766.7833863800394,766.7833863800394,,57999,
6.5.3,6,held-out,0.01,7,700,766.7833863800394,766.7833863800394,,48474,
6.5.3,6,held-out,0.01,8,800,766.7833863800394,766.7833863800394,,94118,
6.5.3,6,held-out,0.01,9,900,766.7833863800394,766.7833863800394,,71312,
6.5.3,6,held-out,0.01,10,1000,766.7833863800394,766.7833863800394,,38988,
6.5.4,6,held-out,0.01,1,100,579.9713227928262,579.9713227928262,,136271,
6.5.4,6,held-out,0.01,2,200,579.9713227928262,579.9713227928262,,40862,
6.5.4,6,held-out,0.01,3,300,579.9713227928262,579.9713227928262,,72914,
6.5.4,6,held-out,0.01,4,400,579.9713227928262,579.9713227928262,,40816,
6.5.4,6,held-out,0.01,5,500,579.9713227928262,579.9713227928262,,56787,
6.5.4,6,held-out,0.01,6,600,579.9713227928262,579.9713227928262,,55052,
6.5.4,6,held-out,0.01,7,700,579.9713227928262,579.9713227928262,,54838,
6.5.4,6,held-out,0.01,8,800,579.9713227928262,579.9713227928262,,108126,
6.5.4,6,held-out,0.01,9,900,579.9713227928262,579.9713227928262,,40487,
6.5.4,6,held-out,0.01,10,1000,579.9713227928262,579.9713227928262,,55889,
10.10.1,10,held-out,0.04,1,100,1735.950029753597,1735.950029753597,,254356,
10.10.1,10,held-out,0.04,2,200,1735.950029753597,1735.950029753597,,413360,
10.10.1,10,held-out,0.04,3,300,1735.950029753597,1735.950029753597,,474452,
10.10.1,10,held-out,0.04,4,400,1735.950029753597,1735.950029753597,,234194,
10.10.1,10,held-out,0.04,5,500,1735.950029753597,1735.950029753597,,321837,
10.10.1,10,held-out,0.04,6,600,1735.950029753597,1735.950029753597,,494268,
10.10.1,10,held-out,0.04,7,700,1735.950029753597,1735.950029753597,,484631,
10.10.1,10,held-out,0.04,8,800,1735.950029753597,1735.950029753597,,492150,
10.10.1,10,held-out,0.04,9,900,1735.950029753597,1735.950029753597,,241355,
10.10.1,10,held-out,0.04,10,1000,1735.950029753597,1735.950029753597,,366275,
10.10.2,10,held-out,0.04,1,100,2006.7277325718107,2006.7277325718107,,250959,
10.10.2,10,held-out,0.04,2,200,2006.7277325718107,2006.7277325718107,,415590,
10.10.2,10,held-out,0.04,3,300,2006.7277325718107,2006.7277325718107,,397913,
10.10.2,10,held-out,0.04,4,400,2006.7277325718107,2006.7277325718107,,262404,
