pull_strategy,always_rpd_pct,selective_rpd_pct,delta_acc_pct,selective_ar_pct
random,-0.5237326055841214,-0.5137795404300378,-0.009953065154083562,66.25431961472079
topk,-0.6211910649282009,-0.7200833771318774,0.09889231220367656,63.048823100239694
rank,-0.664750471633788,-0.8008780060342628,0.13612753440047487,64.80697950369817
pullcount,-0.6316747563066053,-0.5068078355103747,-0.12486692079623063,66.84599881664978
