n,instance,runs,avg_result,bks,avg_rpd_pct,std_dev,cv_pct
1000,1000.10.1,10,1793.42937486405,1773.8170560865615,1.1056562293271512,21.853112088829693,1.2185097665463551
1000,1000.20.2,10,3753.0856439369472,3768.1035174298454,-0.3985525722271446,22.483115047172454,0.599056807656217
1000,1000.30.3,10,7939.417863689487,7977.814850915422,-0.4812970461645778,35.89286585260199,0.45208435264197566
1000,1000.40.4,10,13954.590661136313,14047.586791596328,-0.6620078725240385,128.89496903809666,0.9236743102545498
