n,avg_rpd_sats_pct,avg_cv_sats_pct,avg_rpd_ims_pct,avg_cv_ims_pct,avg_delta_rpd_pct,ims_wins
100,0.09180060003965262,0.21161020997982413,-0.15656689381759437,0.15035154414824034,0.248367493857247,3/4
200,0.5905984226394699,0.9915211357201139,-0.25519636463792733,0.42306079841941535,0.8457947872773973,4/4
overall,0.3411995113395613,0.601565672849969,-0.20588162922776085,0.28670617128382786,0.5470811405673222,7/8
