n,instance,runs,avg_result,bks,avg_rpd_pct,std_dev,cv_pct
6,6.10.1,10,1078.7476708790684,1078.7476708790684,0.0,0.0,0.0
6,6.10.2,10,1232.5642370084722,1232.5642370084722,0.0,0.0,0.0
6,6.10.3,10,1230.0423116063364,1230.0423116063364,0.0,0.0,0.0
6,6.10.4,10,997.8432105109541,997.8432105109541,0.0,0.0,0.0
6,6.20.1,10,4486.681346181809,4486.681346181809,0.0,0.0,0.0
6,6.20.2,10,4099.787885636016,4099.787885636016,0.0,0.0,0.0
6,6.20.3,10,6233.214544913807,6233.214544913807,0.0,0.0,0.0
6,6.20.4,10,6174.786067461169,6174.786067461169,0.0,0.0,0.0
6,6.5.1,10,699.6656534991815,699.6656534991815,0.0,0.0,0.0
6,6.5.2,10,550.7224677595595,550.7224677595595,0.0,0.0,0.0
6,6.5.3,10,766.7833863800394,766.7833863800394,0.0,0.0,0.0
6,6.5.4,10,579.9713227928262,579.9713227928262,0.0,0.0,0.0
