n,instance,bks,runs,avg_result,avg_rpd_pct,std_dev,cv_pct
200,200.10.1,1443.743843767042,10,1442.1703760896203,-0.10898523891304095,1.5612122477351158,0.1082543556308702
200,200.10.2,1461.9667427714203,10,1463.2811264926233,0.08990517244676903,5.319964514149373,0.3635640765012076
200,200.10.3,1449.530538607773,10,1439.223590327781,-0.7110542348346415,7.698358054240625,0.5348966002209105
200,200.10.4,1500.3001822115361,10,1497.7336476928542,-0.17106806685170747,2.404933748615902,0.16057152433748959
200,200.20.1,3149.9828987387964,10,3148.912770154221,-0.03397252045411894,5.4494762672493335,0.17305897828927283
200,200.20.2,3107.525723581689,10,3112.156462707165,0.14901692012829298,9.762455257705858,0.3136878037685102
200,200.20.3,3083.2606354620657,10,3083.2606404310845,1.6116116779156141e-07,1.5713417865408257e-05,5.096363784286266e-07
200,200.20.4,3081.8792269655264,10,3076.5199443179104,-0.17389658234248526,0.0,0.0
200,200.30.1,5652.840716681177,10,5413.37766411936,-4.236154255243322,164.9048119815402,3.0462462110218698
200,200.30.2,5249.198950289426,10,5187.35213190949,-1.1782144088199569,75.79105556241852,1.4610740438497947
200,200.30.3,6426.2400691029425,10,6389.275862889586,-0.5752073656737218,70.09809169220651,1.097121069687297
200,200.30.4,6185.35831371928,10,6100.439676155478,-1.3728976278617557,111.15219253895592,1.822035762002723
200,200.40.1,9462.397190153024,10,9442.490017582371,-0.21038191666028222,26.690568411223353,0.28266451287239097
200,200.40.2,9507.795576638211,10,9491.590096838965,-0.17044413364402522,28.315997714777804,0.2983272289034904
200,200.40.3,9405.787255113217,10,9332.042811538186,-0.7840326553733391,15.800539513631957,0.1693149059935311
200,200.40.4,9335.570526764048,10,9294.630260423784,-0.438540592917082,32.857004659654244,0.3535052362390168
