push_strategy,push_rate_per_million_evals,reduction_pct,accept_pct,R2,R4,R8,irpd_pct
new-best,2.4795132355935006,0.0,90.89476975877857,0.9067632530592163,0.17766572314300116,-0.3592072805293447,2.9722964621662475
segment-best,0.01878684474687154,99.29758065790644,98.5116638457576,1.1246356708581642,0.22868426853447002,-0.3592072805293447,10.517242160374295
significant-best,1.1206772487958898,63.159831406976366,91.1211526191189,0.9249344937753801,0.21908774631609917,-0.3592072805293447,3.0489551956374554
