n,instance,pool_set,pool_size,strategy,run,final_cost,final_rpd_pct,pull_accept_count,pull_offer_count,ar_pct,pull_round_improved_count,er_pct,pool_diversity
500,500.40.1,po2,4,quality-only,6,14095.462918393372,-0.329641623505905,30,47,63.829787234042556,23,76.66666666666667,0.06368660815338602
500,500.40.1,po2,4,quality-only,7,14029.035190102357,-0.7993584056530303,30,47,63.829787234042556,21,70.0,0.2022880313126445
500,500.40.1,po2,4,quality-only,8,14051.943589458622,-0.6373709358629237,26,44,59.09090909090909,21,80.76923076923077,0.1218982136666976
500,500.40.1,po2,4,quality-only,9,14182.870325601853,0.28842446284171536,39,47,82.97872340425532,26,66.66666666666666,0.05840694492174464
500,500.40.1,po2,4,quality-only,10,13982.34199084268,-1.129530456823058,33,46,71.73913043478261,31,93.93939393939394,0.0021362235342484467
500,500.40.1,po2,4,td-crowding,1,14071.856605477798,-0.4965641064257543,36,55,65.45454545454545,25,69.44444444444444,0.5268884101039034
500,500.40.1,po2,4,td-crowding,2,13981.184678391106,-1.1377139231958777,25,44,56.81818181818182,20,80.0,0.5262519556272374
500,500.40.1,po2,4,td-crowding,3,14012.393175290541,-0.9170356745730976,23,41,56.09756097560976,18,78.26086956521739,0.5052986479720265
500,500.40.1,po2,4,td-crowding,4,14115.210039923168,-0.19000784977502816,26,46,56.52173913043478,23,88.46153846153845,0.5165007811592696
500,500.40.1,po2,4,td-crowding,5,14126.98199104037,-0.10676726424512736,32,43,74.4186046511628,24,75.0,0.4918113808419304
500,500.40.1,po2,4,td-crowding,6,14086.384582880592,-0.39383539701015435,29,48,60.416666666666664,20,68.96551724137932,0.5312317422664247
500,500.40.1,po2,4,td-crowding,7,14063.963880329542,-0.552374316324384,19,46,41.30434782608695,15,78.94736842105263,0.513402870531192
500,500.40.1,po2,4,td-crowding,8,14104.814756930406,-0.26351388411474796,29,45,64.44444444444444,11,37.93103448275862,0.5098544523378411
500,500.40.1,po2,4,td-crowding,9,14170.51434169125,0.2010541259046535,29,50,57.99999999999999,20,68.96551724137932,0.5212982527809531
500,500.40.1,po2,4,td-crowding,10,14089.837193300797,-0.36942166048311903,19,47,40.42553191489361,18,94.73684210526315,0.508693926294648
500,500.40.1,po2,4,edge-crowding,1,14071.856605477798,-0.4965641064257543,36,55,65.45454545454545,25,69.44444444444444,0.5268884101039034
500,500.40.1,po2,4,edge-crowding,2,14047.149515805344,-0.6712702864462966,33,50,66.0,23,69.6969696969697,0.535138177810539
500,500.40.1,po2,4,edge-crowding,3,14146.934694609687,0.0343201996322546,22,48,45.83333333333333,8,36.36363636363637,0.5099393999683495
500,500.40.1,po2,4,edge-crowding,4,14138.896650478,-0.02251757461394168,24,47,51.06382978723404,21,87.5,0.5175926965959138
500,500.40.1,po2,4,edge-crowding,5,14084.912611693671,-0.4042438452157655,27,42,64.28571428571429,21,77.77777777777779,0.50359101720539
500,500.40.1,po2,4,edge-crowding,6,14143.076005237552,0.007035040229480477,28,46,60.86956521739131,20,71.42857142857143,0.5287008902617243
500,500.40.1,po2,4,edge-crowding,7,14062.324406471362,-0.5639671918432497,34,50,68.0,21,61.76470588235294,0.4649559733156905
500,500.40.1,po2,4,edge-crowding,8,14088.142149651154,-0.38140747528053354,26,43,60.46511627906976,17,65.38461538461539,0.5089050737075019
500,500.40.1,po2,4,edge-crowding,9,14183.051047357585,0.28970236355803625,31,50,62.0,20,64.51612903225806,0.5061112382747949
500,500.40.1,po2,4,edge-crowding,10,14090.261093017372,-0.3664242252863177,18,44,40.909090909090914,15,83.33333333333334,0.5145567121786291
500,500.40.1,po2,4,random-target,1,14031.364905410877,-0.7828847672163365,31,45,68.88888888888889,26,83.87096774193549,0.12649114154696103
500,500.40.1,po2,4,random-target,2,14086.62222328323,-0.3921550191302076,40,56,71.42857142857143,31,77.5,0.06895254136903474
500,500.40.1,po2,4,random-target,3,14063.247139045026,-0.5574424620890526,26,43,60.46511627906976,21,80.76923076923077,0.22748296503099005
500,500.40.1,po2,4,random-target,4,14032.704483545653,-0.7734124828692825,39,46,84.78260869565217,35,89.74358974358975,0.06103617627022113
500,500.40.1,po2,4,random-target,5,14104.039356118788,-0.26899681697241634,27,40,67.5,27,100.0,0.06733795071228847
500,500.40.1,po2,4,random-target,6,14109.060137069999,-0.23349439753190268,29,45,64.44444444444444,21,72.41379310344827,0.18875829027250865
500,500.40.1,po2,4,random-target,7,14087.3007200868,-0.3873573037262761,29,48,60.416666666666664,20,68.96551724137932,0.27431139908213126
500,500.40.1,po2,4,random-target,8,14103.601572431835,-0.2720924270437321,29,46,63.04347826086957,24,82.75862068965517,0.06412220073460866
500,500.40.1,po2,4,random-target,9,14115.12823124954,-0.19058632668394082,29,48,60.416666666666664,23,79.3103448275862,0.05514916784923809
500,500.40.1,po2,4,random-target,10,14048.52527955482,-0.6615421301774616,32,44,72.72727272727273,26,81.25,0.1599531491569259
500,500.40.1,po3,5,quality-only,1,14040.212947222411,-0.720319422368029,33,48,68.75,26,78.78787878787878,0.08713358503278476
500,500.40.1,po3,5,quality-only,2,14096.64908691085,-0.3212541131476895,39,51,76.47058823529412,35,89.74358974358975,0.007650996309952761
500,500.40.1,po3,5,quality-only,3,14018.335822096979,-0.8750146540268585,33,42,78.57142857142857,33,100.0,0.012049844344125617
500,500.40.1,po3,5,quality-only,4,14058.38722246106,-0.5918073942951221,31,46,67.3913043478261,29,93.54838709677419,0.19334932933893337
500,500.40.1,po3,5,quality-only,5,14128.232320109326,-0.09792606852754493,34,44,77.27272727272727,26,76.47058823529412,0.012357096670698633
500,500.40.1,po3,5,quality-only,6,14098.845535579654,-0.30572281579031957,33,47,70.2127659574468,22,66.66666666666666,0.15855147024090815
500,500.40.1,po3,5,quality-only,7,14039.684058405936,-0.7240592454717236,36,49,73.46938775510205,28,77.77777777777779,0.06101454656971002
500,500.40.1,po3,5,quality-only,8,14060.670399778744,-0.5756628304160816,32,39,82.05128205128204,25,78.125,0.02933606594671368
500,500.40.1,po3,5,quality-only,9,14191.531032617855,0.3496651455405694,30,47,63.829787234042556,27,90.0,0.23141714974928457
500,500.40.1,po3,5,quality-only,10,14084.588363946574,-0.4065366318622982,27,45,60.0,24,88.88888888888889,0.017716859658645428
500,500.40.1,po3,5,td-crowding,1,14085.900314879516,-0.3972597020859704,37,55,67.27272727272727,22,59.45945945945946,0.5015759006805814
500,500.40.1,po3,5,td-crowding,2,14097.321688886646,-0.3164980806313715,32,56,57.14285714285714,24,75.0,0.5389155183962967
500,500.40.1,po3,5,td-crowding,3,14030.591315891972,-0.7883548922510364,22,46,47.82608695652174,14,63.63636363636363,0.5051328324909089
500,500.40.1,po3,5,td-crowding,4,14104.308886993516,-0.2670909385324392,27,49,55.10204081632652,20,74.07407407407408,0.5090041462350442
500,500.40.1,po3,5,td-crowding,5,14099.637488116385,-0.30012284411077217,26,40,65.0,20,76.92307692307693,0.5062949652195964
500,500.40.1,po3,5,td-crowding,6,14088.971335986282,-0.37554421987263653,16,50,32.0,12,75.0,0.529334552483334
500,500.40.1,po3,5,td-crowding,7,14030.031151354342,-0.7923158689524497,26,45,57.77777777777777,18,69.23076923076923,0.5189992851750677
500,500.40.1,po3,5,td-crowding,8,14096.187022533179,-0.3245214142914747,24,44,54.54545454545454,16,66.66666666666666,0.5082082253544385
500,500.40.1,po3,5,td-crowding,9,14172.457444495627,0.2147939905686117,22,50,44.0,17,77.27272727272727,0.5205467366566563
500,500.40.1,po3,5,td-crowding,10,14052.222838635,-0.6353963383880459,14,42,33.33333333333333,12,85.71428571428571,0.5093104096348636
500,500.40.1,po3,5,edge-crowding,1,14114.738753776288,-0.19334035892562035,43,54,79.62962962962963,31,72.09302325581395,0.5166530067567565
500,500.40.1,po3,5,edge-crowding,2,14090.158936239679,-0.36714658557361274,23,52,44.230769230769226,17,73.91304347826086,0.5191670705264336
500,500.40.1,po3,5,edge-crowding,3,14030.608441066921,-0.7882337985108522,21,44,47.72727272727273,13,61.904761904761905,0.5051256862971234
500,500.40.1,po3,5,edge-crowding,4,14096.951055191694,-0.31911886672518097,23,50,46.0,17,73.91304347826086,0.5196813093540719
500,500.40.1,po3,5,edge-crowding,5,14124.523919807432,-0.12414851962639539,28,39,71.7948717948718,21,75.0,0.5095461700048863
500,500.40.1,po3,5,edge-crowding,6,14123.241379588577,-0.1332174834472846,21,50,42.0,19,90.47619047619048,0.5157496404106061
500,500.40.1,po3,5,edge-crowding,7,14065.582945309034,-0.5409257539270337,29,46,63.04347826086957,17,58.620689655172406,0.4752300981944562
500,500.40.1,po3,5,edge-crowding,8,14089.785707489627,-0.3697857215487433,16,45,35.55555555555556,11,68.75,0.5095808397004016
500,500.40.1,po3,5,edge-crowding,9,14188.952952267846,0.3314352942830054,24,51,47.05882352941176,18,75.0,0.505394119764751
500,500.40.1,po3,5,edge-crowding,10,14051.293440731104,-0.6419681993259916,16,44,36.36363636363637,13,81.25,0.5084599147764554
500,500.40.1,po3,5,random-target,1,14050.039492672426,-0.6508349852639611,26,47,55.319148936170215,22,84.61538461538461,0.23571380943518694
500,500.40.1,po3,5,random-target,2,14160.993320259553,0.13373007818081015,31,58,53.44827586206896,25,80.64516129032258,0.05674238343012837
500,500.40.1,po3,5,random-target,3,13993.731347081253,-1.0489952360539123,31,40,77.5,27,87.09677419354838,0.10204303722790944
500,500.40.1,po3,5,random-target,4,13981.414003920216,-1.1360923405771601,34,42,80.95238095238095,33,97.05882352941177,0.18841066329014278
500,500.40.1,po3,5,random-target,5,14116.451053488268,-0.1812325248708512,26,39,66.66666666666666,23,88.46153846153845,0.20059804682521273
500,500.40.1,po3,5,random-target,6,14093.675151134636,-0.342283095758619,28,48,58.333333333333336,18,64.28571428571429,0.03172970346972561
500,500.40.1,po3,5,random-target,7,14028.08878468826,-0.8060505283125444,26,50,52.0,22,84.61538461538461,0.21237021063104305
500,500.40.1,po3,5,random-target,8,14055.506935214531,-0.612174179249323,30,46,65.21739130434783,27,90.0,0.04635469961536538
500,500.40.1,po3,5,random-target,9,14177.506915937156,0.25049928319382436,30,51,58.82352941176471,23,76.66666666666667,0.05198101134890102
500,500.40.1,po3,5,random-target,10,14047.53477700628,-0.6685460678670165,33,45,73.33333333333333,31,93.93939393939394,0.07597817280262018
