n,instance,runs,avg_result,bks,avg_rpd_pct,std_dev,cv_pct
50,50.10.1,10,1893.3764241835136,1893.3764241835136,0.0,0.0,0.0
50,50.10.2,10,1543.9200192059632,1551.8213832018114,-0.5091671039836843,0.49302141963096646,0.031933093262468806
50,50.10.3,10,1511.9098158315967,1512.4058810954446,-0.032799744436894464,1.6005810403983134,0.10586484879178755
50,50.10.4,10,1455.8578212932475,1455.8578212932475,0.0,0.0,0.0
50,50.20.1,10,4185.678329188126,4182.09111960489,0.08577550035721054,5.775956170911824,0.13799331235355958
50,50.20.2,10,4239.8820130716895,4239.8820130716895,0.0,0.0,0.0
50,50.20.3,10,4703.074442459438,4711.898720148452,-0.18727647203623873,21.037745874859517,0.44731900658280854
50,50.20.4,10,4565.075251026023,4531.5985742643925,0.7387387963212166,69.28893090308716,1.517804791662835
50,50.30.1,10,8873.783828187865,8873.783828187867,-2.049846422636279e-14,0.0,0.0
50,50.30.2,10,8021.685202414626,8019.961154560939,0.021496960153060525,5.451918012775607,0.06796474649908367
50,50.30.3,10,8908.103012671027,8908.103012671027,0.0,0.0,0.0
50,50.30.4,10,8811.661300005724,8811.661300005724,0.0,0.0,0.0
50,50.40.1,10,14373.379831448945,14408.673370992698,-0.24494648906959698,10.264680128418012,0.07141451940175476
50,50.40.2,10,14418.840664282225,14334.608383894823,0.5876148000111232,76.23983792144514,0.528751511279984
50,50.40.3,10,12474.882559583513,12527.925293145607,-0.42339599192146077,7.661439262694532,0.061414920950969794
50,50.40.4,10,12992.723160978669,12992.72316097867,-1.4000062812150627e-14,0.0,0.0
