n,instance,runs,avg_result,bks,avg_rpd_pct,std_dev,cv_pct
10,10.10.1,10,1735.950029753597,1735.950029753597,0.0,0.0,0.0
10,10.10.2,10,2006.7277325718107,2006.7277325718107,0.0,0.0,0.0
10,10.10.3,10,1818.1502668036474,1818.1502668036478,-2.5011538330432994e-14,0.0,0.0
10,10.10.4,10,1359.633305210052,1359.633305210052,0.0,0.0,0.0
10,10.20.1,10,5738.066783105984,5738.066783105984,0.0,0.0,0.0
10,10.20.2,10,6973.407432305421,6973.407432305421,0.0,0.0,0.0
10,10.20.3,10,6468.868414029823,6468.868414029823,0.0,0.0,0.0
10,10.20.4,10,6469.04259277102,6469.04259277102,0.0,0.0,0.0
10,10.5.1,10,1212.9464832192677,1212.9464832192677,0.0,0.0,0.0
10,10.5.2,10,709.20374541352,709.2037454135201,-1.603020830852041e-14,0.0,0.0
10,10.5.3,10,775.6904789217117,775.6904789217117,0.0,0.0,0.0
10,10.5.4,10,745.4251979411413,745.4251979411413,0.0,0.0,0.0
