n,instance,bks,runs,avg_result,avg_rpd_pct,std_dev,cv_pct
100,100.10.1,1563.2556451543076,10,1557.4362258948834,-0.37226280151061053,4.462152189830112,0.2865062540372217
100,100.10.2,1579.871987611483,10,1564.0718388172565,-1.0000904451830839,6.5784190561211355,0.4205957100471615
100,100.10.3,1516.067161387965,10,1514.8412380122254,-0.0808620757023175,3.5092749266593617,0.23165958508392812
100,100.10.4,1566.1742203960607,10,1564.3796476104822,-0.11458321572454098,0.8395263111754034,0.05366512613851383
100,100.20.1,4302.306833796588,10,4302.3056571779625,-2.7348552085586093e-05,0.0,0.0
100,100.20.2,4055.993734698326,10,4055.993734698326,0.0,0.0,0.0
100,100.20.3,4196.026173564053,10,4196.026173564053,0.0,0.0,0.0
100,100.20.4,4358.966956742628,10,4351.252842853976,-0.17697114855893328,25.538841472929334,0.5869307621337506
100,100.30.1,8802.906637815562,10,8804.290901692086,0.015725077334991743,9.253620379424211,0.10510352829943147
100,100.30.2,8596.156616642891,10,8595.774646817059,-0.0044434954232058016,14.08892876849942,0.16390528308831862
100,100.30.3,8911.06827772304,10,8907.310653236636,-0.04216805852331797,7.849718728429278,0.08812669765342625
100,100.30.4,8652.420055276289,10,8672.446775791883,0.23145802431750656,13.819750094386517,0.15935237715107953
100,100.40.1,14597.806171695585,10,14569.79407828099,-0.19189248771442252,22.5729335067681,0.1549296674028996
100,100.40.2,15140.897143470993,10,15147.290231003893,0.0422239677895006,10.595947534423408,0.06995275968724313
100,100.40.3,15196.663620913252,10,15168.663061185853,-0.18425465237557628,17.88626991003764,0.11791592863451296
100,100.40.4,14429.344805960223,10,14391.962628565301,-0.25907051150015437,27.521978485306384,0.19123158665434903
