push_strategy,reduction_pct,push_rate_per_million_evals,accept_pct,R2,R4,R8,irpd_pct
new-best,0.0,1.822639236774915,93.92145415872321,0.9766214404210662,-0.017835437465224438,-0.6481576093416764,3.2481504126319565
segment-best,99.29153950503523,0.01291267895827754,99.31930237692251,1.1718957539257422,0.029246554239376592,-0.6481576093416764,10.152232443594224
significant-best,58.00241469611931,0.7654644682465449,94.14973049627082,1.0324916661186554,0.023084726880909213,-0.6481576093416764,3.2656536977948174
